Instrument,Date,Operating Profit before Non-Recurring Income/Expense
NO0010010473,2009-12-01T00:00:00Z,
NO0010010473,2010-12-01T00:00:00Z,
NO0010010473,2011-12-01T00:00:00Z,
NO0010010473,2012-12-01T00:00:00Z,
NO0010010473,2013-12-01T00:00:00Z,
NO0010010473,2014-12-01T00:00:00Z,
NO0010010473,2015-12-01T00:00:00Z,14722585.29
NO0010010473,2016-12-01T00:00:00Z,7696424.153
NO0010010473,2018-12-31T00:00:00Z,-68499.16936
NO0010010473,2019-12-31T00:00:00Z,4436.068888
NO0010010473,2020-12-31T00:00:00Z,-106.6579509
NO0010010473,2021-12-31T00:00:00Z,-232.8528591
NO0003083008,,
NO0010149354,,
NO0006390301,2000-12-31T00:00:00Z,64577553.9
NO0006390301,2001-12-31T00:00:00Z,39322083.27
NO0006390301,2002-12-31T00:00:00Z,60601487.61
NO0006390301,2003-12-31T00:00:00Z,76706463.42
NO0006390301,2004-12-31T00:00:00Z,83881045.77
NO0006390301,2005-12-31T00:00:00Z,417615959.4
NO0006390301,2006-12-31T00:00:00Z,559468705
NO0006390301,2007-12-31T00:00:00Z,941815860.6
NO0006390301,2008-12-31T00:00:00Z,1357074493
NO0006390301,2009-12-31T00:00:00Z,855961690.6
NO0006390301,2010-12-31T00:00:00Z,170919952.9
NO0006390301,2011-12-31T00:00:00Z,176371846.7
NO0006390301,2012-12-31T00:00:00Z,175532335.3
NO0006390301,2013-12-31T00:00:00Z,237256708.3
NO0006390301,2014-12-31T00:00:00Z,257214948.1
NO0006390301,2015-12-31T00:00:00Z,152142312.3
NO0006390301,2016-12-31T00:00:00Z,176858040.4
NO0006390301,2017-12-31T00:00:00Z,208782384.5
NO0006390301,2018-12-31T00:00:00Z,235012410.5
NO0006390301,2019-12-31T00:00:00Z,234884160.3
NO0006390301,2020-12-31T00:00:00Z,164999850
NO0006390301,2021-12-31T00:00:00Z,284313341
NO0006390301,2022-12-31T00:00:00Z,285396406.1
NO0003108904,,
NO0010000045,2000-12-31T00:00:00Z,-7607423.945
NO0010000045,2001-12-31T00:00:00Z,-14243505.67
NO0010000045,2002-12-31T00:00:00Z,-13827870.69
NO0010000045,2003-12-31T00:00:00Z,-6864662.376
NO0010000045,2004-12-31T00:00:00Z,-6077062.786
NO0010000045,2005-12-31T00:00:00Z,-7341060.899
NO0010000045,2006-12-31T00:00:00Z,12242675.52
NO0010000045,2007-12-31T00:00:00Z,-14980148.27
NO0010000045,2008-12-31T00:00:00Z,-15758200.94
NO0010000045,2009-12-31T00:00:00Z,-9987073.497
NO0010000045,2010-12-31T00:00:00Z,1246671.237
NO0010000045,2011-12-31T00:00:00Z,-5468778.113
NO0010000045,2012-12-31T00:00:00Z,-6754208.918
NO0010000045,2013-12-31T00:00:00Z,-12236859.63
NO0010000045,2014-12-31T00:00:00Z,-896113.959
NO0010000045,2015-12-31T00:00:00Z,-2732843.854
NO0010000045,2016-12-31T00:00:00Z,-1890259.689
NO0010000045,2017-12-31T00:00:00Z,-5474240.213
NO0010000045,2018-12-31T00:00:00Z,-2914965.55
NO0010000045,2019-12-31T00:00:00Z,4861135.284
NO0010000045,2020-12-31T00:00:00Z,-2474891.092
NO0010000045,2021-12-31T00:00:00Z,-678300.3786
NO0010000045,2022-12-31T00:00:00Z,-5120937.418
NO0010001118,2000-12-31T00:00:00Z,5320025.053
NO0010001118,2001-12-31T00:00:00Z,1487109.948
NO0010001118,2002-12-31T00:00:00Z,-4331112.568
NO0010001118,2003-12-31T00:00:00Z,-2012766.278
NO0010001118,2004-12-31T00:00:00Z,1551799.347
NO0010001118,2005-12-31T00:00:00Z,4226497.232
NO0010001118,2006-12-31T00:00:00Z,6359190.096
NO0010001118,2007-12-31T00:00:00Z,8193523.904
NO0010001118,2008-12-31T00:00:00Z,7935974.686
NO0010001118,2009-12-31T00:00:00Z,4241868.875
NO0010001118,2010-12-31T00:00:00Z,2046397.574
NO0010001118,2011-12-31T00:00:00Z,-275726.2001
NO0010001118,2012-12-31T00:00:00Z,1248516.758
NO0010001118,2013-12-31T00:00:00Z,3836132.692
NO0010001118,2014-12-31T00:00:00Z,608975.4897
NO0010001118,2015-12-31T00:00:00Z,2504008.889
NO0010001118,2016-12-31T00:00:00Z,4266163.929
NO0010001118,2017-12-31T00:00:00Z,4763362.837
NO0010001118,2018-12-31T00:00:00Z,5265458.592
NO0010001118,2019-12-31T00:00:00Z,6394422.684
NO0010001118,2020-12-31T00:00:00Z,6674014.619
NO0010001118,2021-12-31T00:00:00Z,8969841.412
NO0010001118,2022-12-31T00:00:00Z,8069580.771
NO0010019649,2000-12-31T00:00:00Z,56285049.43
NO0010019649,2001-12-31T00:00:00Z,53903558.35
NO0010019649,2002-12-31T00:00:00Z,18470828.41
NO0010019649,2003-12-31T00:00:00Z,28545560.28
NO0010019649,2004-12-31T00:00:00Z,54165739.13
NO0010019649,2005-12-31T00:00:00Z,61352880.34
NO0010019649,2006-12-31T00:00:00Z,49695823.52
NO0010019649,2007-12-31T00:00:00Z,87535086.35
NO0010019649,2008-12-31T00:00:00Z,95466380.99
NO0010019649,2009-12-31T00:00:00Z,137318858.8
NO0010019649,2010-12-31T00:00:00Z,7576180.259
NO0010019649,2011-12-31T00:00:00Z,116991538.1
NO0010019649,2012-12-31T00:00:00Z,79523031.52
NO0010019649,2013-12-31T00:00:00Z,124589578
NO0010019649,2014-12-31T00:00:00Z,124150779.4
NO0010019649,2015-12-31T00:00:00Z,-26575184.94
NO0010019649,2016-12-31T00:00:00Z,128960974
NO0010019649,2017-12-31T00:00:00Z,75023600.47
NO0010019649,2018-12-31T00:00:00Z,125598207.7
NO0003098402,,
NO0003081101,,
NO0003116709,,
NO0003089807,,
NO0003055501,2000-12-31T00:00:00Z,439105.5673
NO0003055501,2001-12-31T00:00:00Z,-1040420.574
NO0003055501,2002-12-31T00:00:00Z,-3659328.452
NO0003055501,2003-12-31T00:00:00Z,-1864659.309
NO0003055501,2004-12-31T00:00:00Z,2665897.059
NO0003055501,2005-12-31T00:00:00Z,5245616.125
NO0003055501,2006-12-31T00:00:00Z,3511013.058
NO0003055501,2007-12-31T00:00:00Z,2012624.671
NO0003055501,2008-12-31T00:00:00Z,6234469.71
NO0003055501,2009-12-31T00:00:00Z,15577804.03
NO0003055501,2010-12-31T00:00:00Z,37621000
NO0003055501,2011-12-31T00:00:00Z,26114000
NO0003055501,2012-12-31T00:00:00Z,24161000
NO0003055501,2013-12-31T00:00:00Z,13607000
NO0003055501,2014-12-31T00:00:00Z,20248000
NO0003055501,2015-12-31T00:00:00Z,34975000
NO0003055501,2016-12-31T00:00:00Z,9708000
NO0003055501,2017-12-31T00:00:00Z,10450000
NO0003055501,2018-12-31T00:00:00Z,14047000
NO0003055501,2019-12-31T00:00:00Z,9272000
NO0003055501,2020-12-31T00:00:00Z,45714000
NO0003055501,2021-12-31T00:00:00Z,86920000
NO0003055501,2022-12-31T00:00:00Z,161602000
NO0010808892,2013-12-31T00:00:00Z,14798142.03
NO0010808892,2014-12-31T00:00:00Z,10735222.39
NO0010808892,2015-12-31T00:00:00Z,2362680.614
NO0010808892,2016-12-31T00:00:00Z,189729.1107
NO0010808892,2017-12-31T00:00:00Z,4824883.4
NO0010808892,2018-12-31T00:00:00Z,12368711.77
NO0010808892,2019-12-31T00:00:00Z,15518847.66
NO0010808892,2020-12-31T00:00:00Z,25716511.86
NO0010808892,2021-12-31T00:00:00Z,47164695.89
NO0010808892,2022-12-31T00:00:00Z,46865831.08
NO0003068009,,
NO0003109308,2000-12-31T00:00:00Z,142051.1165
NO0003109308,2001-12-31T00:00:00Z,553405.4099
NO0003109308,2002-12-31T00:00:00Z,-924803.9515
NO0003109308,2003-12-31T00:00:00Z,2515462.511
NO0003109308,2004-12-31T00:00:00Z,3917423.308
NO0003109308,2005-12-31T00:00:00Z,4986378.057
NO0003109308,2006-12-31T00:00:00Z,5248379.047
NO0003109308,2007-12-31T00:00:00Z,5198659.101
NO0003109308,2008-12-01T00:00:00Z,
NO0003109308,2009-12-01T00:00:00Z,
NO0003109308,2010-12-01T00:00:00Z,
NO0003109308,2011-12-01T00:00:00Z,
NO0003109308,2012-12-01T00:00:00Z,
NO0003109308,2013-12-01T00:00:00Z,
NO0003109308,2014-12-01T00:00:00Z,
NO0003109308,2015-12-01T00:00:00Z,37457.2354
NO0003109308,2016-12-01T00:00:00Z,32499.47864
NO0003109308,2017-12-31T00:00:00Z,-726.6208278
NO0003109308,2017-12-31T00:00:00Z,-726.6208278
NO0003109308,2018-12-31T00:00:00Z,-51774.05799
NO0003109308,2019-12-31T00:00:00Z,-679855.9934
NO0003109308,2020-12-31T00:00:00Z,-349944.7369
NO0003109308,2021-12-31T00:00:00Z,
NO0003054736,2000-12-31T00:00:00Z,-2135665.061
NO0003054736,2001-12-31T00:00:00Z,1290722.32
NO0003054736,2002-12-31T00:00:00Z,-2522915.681
NO0003054736,2003-12-31T00:00:00Z,5274206.222
NO0003054736,2004-12-31T00:00:00Z,8290243.357
NO0003054736,2005-12-31T00:00:00Z,8354804.997
NO0003054736,2006-12-31T00:00:00Z,9054329.003
NO0003054736,2007-12-31T00:00:00Z,11705376.75
NO0003054736,2008-12-01T00:00:00Z,
NO0003054736,2009-12-01T00:00:00Z,
NO0003054736,2010-12-01T00:00:00Z,
NO0003054736,2011-12-01T00:00:00Z,
NO0003054736,2012-12-01T00:00:00Z,
NO0003054736,2013-12-01T00:00:00Z,
NO0003054736,2014-12-01T00:00:00Z,7838085.046
NO0003054736,2015-12-01T00:00:00Z,5852913.738
NO0003054736,2016-12-01T00:00:00Z,3829700.469
NO0003054736,2020-12-31T00:00:00Z,1679436.095
NO0003054736,2020-12-31T00:00:00Z,1679436.095
NO0003054736,2021-12-31T00:00:00Z,2115817.504
NO0010028889,,
NO0003087504,,
NO0003109407,2000-12-31T00:00:00Z,26440645.26
NO0003109407,2001-12-31T00:00:00Z,-10107891.89
NO0003109407,2002-12-31T00:00:00Z,-7429363.622
NO0003109407,2003-12-31T00:00:00Z,3502173.697
NO0003109407,2004-12-31T00:00:00Z,24365212.92
NO0003109407,2005-12-31T00:00:00Z,35326767.89
NO0003109407,2006-12-31T00:00:00Z,29583079.85
NO0003109407,2007-12-31T00:00:00Z,7761844.027
NO0003109407,2008-12-31T00:00:00Z,-99318733.08
NO0003109407,2009-12-31T00:00:00Z,22683705.17
NO0003109407,2010-12-31T00:00:00Z,22861165.38
NO0003109407,2011-12-31T00:00:00Z,43404986.4
NO0003109407,2012-12-31T00:00:00Z,47996047.37
NO0003109407,2013-12-31T00:00:00Z,50329761.16
NO0003109407,2014-12-31T00:00:00Z,25084824.14
NO0010070402,,
NO0003106700,2000-12-31T00:00:00Z,-9961384.664
NO0003106700,2001-12-31T00:00:00Z,-17876732.49
NO0003106700,2002-12-31T00:00:00Z,-10212991.95
NO0003106700,2003-12-31T00:00:00Z,-2953340.366
NO0003106700,2004-12-31T00:00:00Z,-1728038.778
NO0003106700,2005-12-31T00:00:00Z,-1631312.341
NO0003106700,2006-12-31T00:00:00Z,-1867812.839
NO0003106700,2007-12-31T00:00:00Z,-2882662.296
NO0003106700,2008-12-31T00:00:00Z,-1190495.036
NO0003106700,2009-12-31T00:00:00Z,371711.8095
NO0003106700,2010-12-31T00:00:00Z,-7372435.718
NO0003106700,2011-12-31T00:00:00Z,8230150.097
NO0003106700,2012-12-31T00:00:00Z,-11990923.59
NO0003106700,2013-12-31T00:00:00Z,-14870868.96
NO0003106700,2014-12-31T00:00:00Z,-10519709.37
NO0003106700,2015-12-31T00:00:00Z,12650185.79
NO0003106700,2016-12-31T00:00:00Z,10240485.74
NO0003106700,2017-12-31T00:00:00Z,
NO0003106700,2018-12-31T00:00:00Z,24457031.97
NO0003106700,2019-12-31T00:00:00Z,29034525.85
NO0003106700,2020-12-31T00:00:00Z,
NO0010065154,,
NO0003102600,,
NO0010070063,2000-12-31T00:00:00Z,15377289.66
NO0010070063,2001-12-31T00:00:00Z,21050570.44
NO0010070063,2002-12-31T00:00:00Z,30163127.93
NO0010070063,2003-12-31T00:00:00Z,34625891.99
NO0010070063,2004-12-31T00:00:00Z,38269686.05
NO0010070063,2005-12-31T00:00:00Z,56943365.4
NO0010070063,2006-12-31T00:00:00Z,136760562.2
NO0010070063,2007-12-31T00:00:00Z,119814291.8
NO0010070063,2008-12-31T00:00:00Z,163965578.6
NO0010070063,2009-12-31T00:00:00Z,64726039.72
NO0010070063,2010-12-31T00:00:00Z,90018947.06
NO0010070063,2011-12-31T00:00:00Z,201567824.8
NO0010070063,2012-12-31T00:00:00Z,289112081.7
NO0010070063,2013-12-31T00:00:00Z,285457460.9
NO0010070063,2014-12-31T00:00:00Z,303214403.5
NO0010070063,2015-12-31T00:00:00Z,239276103.8
NO0010070063,2016-12-31T00:00:00Z,175547098
NO0010070063,2017-12-31T00:00:00Z,87678913.22
NO0010070063,2018-12-31T00:00:00Z,35294904.14
NO0010070063,2019-12-31T00:00:00Z,78143059.64
NO0010070063,2020-12-31T00:00:00Z,112844112
NO0010070063,2021-12-31T00:00:00Z,78471413.52
NO0003998700,2008-12-31T00:00:00Z,41366333.19
NO0003998700,2009-12-31T00:00:00Z,32672859.74
NO0003998700,2010-12-31T00:00:00Z,44628177.81
NO0003998700,2011-12-31T00:00:00Z,55806411.08
NO0003998700,2012-12-31T00:00:00Z,54363396.79
NO0003998700,2013-12-31T00:00:00Z,57636518.36
NO0003998700,2014-12-31T00:00:00Z,56600021.99
NO0003998700,2015-12-31T00:00:00Z,53834015.88
NO0003998700,2016-12-31T00:00:00Z,47229677.49
NO0003998700,2017-12-31T00:00:00Z,47448340.06
NO0003998700,2018-12-31T00:00:00Z,57861506.62
NO0003998700,2019-12-31T00:00:00Z,46760715.89
NO0003998700,2020-12-31T00:00:00Z,33874565.2
NO0003998700,2021-12-31T00:00:00Z,40749250.34
NO0003998700,2022-12-31T00:00:00Z,62064051.85
NO0003089104,2000-12-31T00:00:00Z,20228671.34
NO0003089104,2001-12-31T00:00:00Z,17327894.23
NO0003089104,2002-12-31T00:00:00Z,15662075.71
NO0003089104,2003-12-31T00:00:00Z,25177410.61
NO0003089104,2004-12-31T00:00:00Z,45617606.17
NO0003089104,2005-12-31T00:00:00Z,26294890.59
NO0003089104,2006-12-31T00:00:00Z,50768659.45
NO0003089104,2007-12-01T00:00:00Z,
NO0003089104,2008-12-01T00:00:00Z,
NO0003089104,2009-12-01T00:00:00Z,
NO0003089104,2010-12-01T00:00:00Z,
NO0003089104,2011-12-01T00:00:00Z,
NO0003089104,2012-12-01T00:00:00Z,
NO0003089104,2013-12-01T00:00:00Z,
NO0003089104,2014-12-01T00:00:00Z,
NO0003089104,2015-12-01T00:00:00Z,-3813197.011
NO0003089104,2020-12-31T00:00:00Z,33192700.92
NO0003089104,2020-12-31T00:00:00Z,33192700.92
NO0003089104,2021-12-31T00:00:00Z,48601514.46
NO0010886625,2015-12-31T00:00:00Z,9809000
NO0010886625,2016-12-31T00:00:00Z,16194000
NO0010886625,2017-12-31T00:00:00Z,-1337000
NO0010886625,2018-12-31T00:00:00Z,14463000
NO0010886625,2019-12-31T00:00:00Z,10701000
NO0010886625,2020-12-31T00:00:00Z,11699000
NO0010886625,2021-12-31T00:00:00Z,-12440000
NO0010886625,2022-12-31T00:00:00Z,22100000
NO0003107104,2000-12-31T00:00:00Z,6844426.047
NO0003107104,2001-12-31T00:00:00Z,17065784.14
NO0003107104,2002-12-31T00:00:00Z,3097367.282
NO0003107104,2003-12-01T00:00:00Z,
NO0003107104,2004-12-01T00:00:00Z,
NO0003107104,2005-12-01T00:00:00Z,
NO0003107104,2006-12-01T00:00:00Z,
NO0003107104,2007-12-01T00:00:00Z,
NO0003107104,2008-12-01T00:00:00Z,
NO0003107104,2009-12-01T00:00:00Z,
NO0003107104,2010-12-01T00:00:00Z,
NO0003107104,2011-12-01T00:00:00Z,
NO0003107104,2012-12-01T00:00:00Z,
NO0003107104,2013-12-01T00:00:00Z,
NO0003107104,2014-12-01T00:00:00Z,2464707.186
NO0003107104,2015-12-01T00:00:00Z,1715970.184
NO0003107104,2018-12-31T00:00:00Z,1319685.074
NO0003107104,2019-12-31T00:00:00Z,1756342.044
NO0003107104,2020-12-31T00:00:00Z,
NO0005128603,,
NO0003060402,2000-12-31T00:00:00Z,-1136636.76
NO0003060402,2001-12-31T00:00:00Z,-35743550.91
NO0003060402,2002-12-31T00:00:00Z,120824.2159
NO0003060402,2003-12-31T00:00:00Z,-5182498.125
NO0003060402,2004-12-31T00:00:00Z,1804781.011
NO0003060402,2005-12-31T00:00:00Z,910583.0127
NO0003060402,2006-12-31T00:00:00Z,2839381.816
NO0003060402,2007-12-31T00:00:00Z,-4369730.954
NO0003060402,2008-12-31T00:00:00Z,15372390.7
NO0010035025,,
NO0006001502,,21634829.3
NO0006001502,,14815068.3
NO0006001502,,20026266.59
NO0006001502,,24768262.29
NO0006001502,,28164548.37
NO0006001502,,34140881.5
NO0006001502,,40954203.14
NO0006001502,,49150694.03
NO0006001502,,40036572.7
NO0006001502,,44182799.06
NO0006001502,,243034579
NO0006001502,,53429769.18
NO0006001502,,69352481.5
NO0006001502,,70342441.15
NO0006001502,,145160911.3
NO0006001502,,109507661
NO0006001502,,152069312.3
NO0006001502,,153438098.1
NO0006001502,,149050257.2
NO0006001502,,159812225.3
NO0006001502,,135455597.6
NO0006001502,,160435619.9
NO0006001502,,155708767.9
NO0005014001,,
NO0010032097,2000-12-31T00:00:00Z,3288477.65
NO0010032097,2001-12-31T00:00:00Z,5032669.689
NO0010032097,2002-12-31T00:00:00Z,8935563.095
NO0010032097,2003-12-31T00:00:00Z,10128083.67
NO0010032097,2004-12-31T00:00:00Z,6802990.772
NO0010032097,2005-12-31T00:00:00Z,9843494.031
NO0010032097,2006-12-31T00:00:00Z,13416934.69
NO0010032097,2007-12-31T00:00:00Z,13124267.4
NO0010032097,2008-12-31T00:00:00Z,4463502.824
NO0010032097,2009-12-31T00:00:00Z,13466308.84
NO0010032097,2010-12-31T00:00:00Z,7675482.928
NO0010032097,2011-12-31T00:00:00Z,
NO0010032097,2012-12-31T00:00:00Z,
NO0010032097,2013-12-31T00:00:00Z,
NO0010032097,2014-12-31T00:00:00Z,
NO0010032097,2015-12-31T00:00:00Z,
NO0010032097,2016-12-31T00:00:00Z,
NO0010032097,2017-12-31T00:00:00Z,-1330321.632
NO0010032097,2018-12-31T00:00:00Z,-33666911.32
NO0010032097,2019-12-31T00:00:00Z,5486734.742
NO0010032097,2020-12-31T00:00:00Z,29490176.82
NO0010032097,2021-12-31T00:00:00Z,42961352.5
NO0010067713,,
NO0003056806,2000-12-31T00:00:00Z,135102.3449
NO0003056806,2001-12-31T00:00:00Z,186139.38
NO0003056806,2002-12-31T00:00:00Z,-4167614.804
NO0003056806,2003-12-31T00:00:00Z,859338.83
NO0003056806,2004-12-31T00:00:00Z,516522.8226
NO0003056806,2005-12-31T00:00:00Z,-4180665.123
NO0003056806,2006-12-31T00:00:00Z,46135539.71
NO0003056806,2007-12-01T00:00:00Z,
NO0003056806,2008-12-01T00:00:00Z,
NO0003056806,2009-12-01T00:00:00Z,
NO0003056806,2010-12-01T00:00:00Z,
NO0003056806,2011-12-01T00:00:00Z,
NO0003056806,2012-12-01T00:00:00Z,
NO0003056806,2013-12-01T00:00:00Z,
NO0003056806,2014-12-01T00:00:00Z,
NO0003056806,2015-12-01T00:00:00Z,-21566.28705
NO0003056806,2016-12-01T00:00:00Z,-31904.2501
NO0003056806,2017-12-01T00:00:00Z,-3382.190418
NO0003056806,2018-12-31T00:00:00Z,-5042.129163
NO0003056806,2018-12-31T00:00:00Z,-5042.129163
NO0003056806,2019-12-31T00:00:00Z,-5914.758517
NO0003056806,2020-12-31T00:00:00Z,-1598482.71
NO0003064107,2000-12-31T00:00:00Z,-2414299.408
NO0003064107,2001-12-31T00:00:00Z,-1019255.133
NO0003064107,2002-12-31T00:00:00Z,-3676995.261
NO0003064107,2003-12-31T00:00:00Z,-767913.7832
NO0003064107,2004-12-31T00:00:00Z,1810283.846
NO0003064107,2005-12-31T00:00:00Z,1769896.209
NO0003064107,2006-12-31T00:00:00Z,3041603.186
NO0003064107,2007-12-31T00:00:00Z,8133397.064
NO0003064107,2008-12-31T00:00:00Z,9864307.099
NO0003064107,2009-12-31T00:00:00Z,-9689960.182
NO0003064107,2010-12-31T00:00:00Z,-594323.9875
NO0003064107,2011-12-31T00:00:00Z,1450108.953
NO0003064107,2012-12-31T00:00:00Z,5291095.276
NO0003064107,2013-12-31T00:00:00Z,7925021.275
NO0003064107,2014-12-31T00:00:00Z,8670976.935
NO0003064107,2015-12-31T00:00:00Z,6803023.605
NO0003064107,2016-12-31T00:00:00Z,8156206.581
NO0003064107,2017-12-31T00:00:00Z,10913965.94
NO0003064107,2018-12-31T00:00:00Z,15623344.66
NO0003064107,2019-12-31T00:00:00Z,21487748.97
NO0003075004,,
NO0010094519,,
NO0010052350,2002-12-31T00:00:00Z,-18989854.9
NO0010052350,2003-12-31T00:00:00Z,-10549544.64
NO0010052350,2004-12-31T00:00:00Z,-16344608.45
NO0010052350,2005-12-31T00:00:00Z,-11602825.55
NO0010052350,2006-12-31T00:00:00Z,-9307183.853
NO0010052350,2007-12-31T00:00:00Z,-5117633.473
NO0010052350,2008-12-31T00:00:00Z,-7267500.492
NO0010052350,2009-12-31T00:00:00Z,-13699109.02
NO0010052350,2010-12-31T00:00:00Z,-3820585.569
NO0010052350,2011-12-31T00:00:00Z,-349483.7138
NO0010052350,2012-12-31T00:00:00Z,32027095.63
NO0010052350,2013-12-31T00:00:00Z,40151635.31
NO0010052350,2014-12-31T00:00:00Z,40917136.89
NO0010052350,2015-12-31T00:00:00Z,47225745.04
NO0010052350,2016-12-01T00:00:00Z,295947.6334
NO0010052350,2018-12-31T00:00:00Z,427966.0851
NO0010052350,2019-12-31T00:00:00Z,916901.3155
NO0010052350,2020-12-31T00:00:00Z,
NO0003079709,2000-12-31T00:00:00Z,-2519100.553
NO0003079709,2001-12-31T00:00:00Z,-8648519.046
NO0003079709,2002-12-31T00:00:00Z,-4638665.117
NO0003079709,2003-12-31T00:00:00Z,3222662.137
NO0003079709,2004-12-31T00:00:00Z,-7664704.92
NO0003079709,2005-12-31T00:00:00Z,-4111217.826
NO0003079709,2006-12-31T00:00:00Z,10071686.9
NO0003079709,2007-12-31T00:00:00Z,14464530.64
NO0003079709,2008-12-31T00:00:00Z,28893898.55
NO0003079709,2009-12-31T00:00:00Z,10239203.6
NO0003079709,2010-12-31T00:00:00Z,1308341.676
NO0003079709,2011-12-31T00:00:00Z,6908880.153
NO0003079709,2012-12-31T00:00:00Z,12382429.53
NO0003079709,2013-12-31T00:00:00Z,4979495.422
NO0003079709,2014-12-31T00:00:00Z,4781555.851
NO0003079709,2015-12-31T00:00:00Z,12770631.78
NO0003079709,2016-12-31T00:00:00Z,14042337.72
NO0003079709,2017-12-31T00:00:00Z,18006027.42
NO0003079709,2018-12-31T00:00:00Z,19650407.14
NO0003079709,2019-12-31T00:00:00Z,23409249.27
NO0003079709,2020-12-31T00:00:00Z,34081908.26
NO0003079709,2021-12-31T00:00:00Z,28456598.63
NO0003079709,2022-12-31T00:00:00Z,47710734.02
NO0010070634,,
NO0003049405,2000-12-31T00:00:00Z,10138.37158
NO0003049405,2001-12-31T00:00:00Z,746785.4002
NO0003049405,2002-12-31T00:00:00Z,1759589.443
NO0003049405,2003-12-31T00:00:00Z,-375889.9757
NO0003049405,2004-12-31T00:00:00Z,5362437.919
NO0003049405,2005-12-31T00:00:00Z,9265077.284
NO0003049405,2006-12-31T00:00:00Z,14017504.03
NO0003049405,2007-12-31T00:00:00Z,20437130.09
NO0003049405,2008-12-31T00:00:00Z,17413393.36
NO0003049405,2009-12-31T00:00:00Z,-24526576.12
NO0003049405,2010-12-31T00:00:00Z,-13130332.71
NO0003049405,2011-12-31T00:00:00Z,17375217.98
NO0003049405,2012-12-31T00:00:00Z,8643762.881
NO0003049405,2013-12-31T00:00:00Z,-29986999.69
NO0003049405,2014-12-31T00:00:00Z,7500617.087
NO0003049405,2015-12-31T00:00:00Z,9678065.829
NO0003049405,2016-12-31T00:00:00Z,7942403.802
NO0003049405,2017-12-31T00:00:00Z,1069949.169
NO0003049405,2018-12-31T00:00:00Z,1858578.001
NO0003049405,2019-12-31T00:00:00Z,3762013.908
NO0003049405,2020-12-31T00:00:00Z,7959456.243
NO0003049405,2021-12-31T00:00:00Z,15613133.48
NO0003049405,2022-12-31T00:00:00Z,5409677.906
NO0010098247,2000-12-31T00:00:00Z,-1814426.771
NO0010098247,2001-12-31T00:00:00Z,1890133.453
NO0010098247,2002-12-31T00:00:00Z,1096886.926
NO0010098247,2003-12-31T00:00:00Z,167423.886
NO0010098247,2004-12-31T00:00:00Z,1062790.697
NO0010098247,2005-12-31T00:00:00Z,-581213.2828
NO0010098247,2006-12-31T00:00:00Z,3678272.321
NO0010098247,2007-12-31T00:00:00Z,8922583.254
NO0010098247,2008-12-31T00:00:00Z,9398172.137
NO0010098247,2009-12-31T00:00:00Z,794329.8875
NO0010098247,2010-12-31T00:00:00Z,486732.281
NO0010098247,2011-12-31T00:00:00Z,4540636.906
NO0010098247,2012-12-31T00:00:00Z,2997989.033
NO0010098247,2013-12-31T00:00:00Z,4817179.814
NO0010098247,2014-12-31T00:00:00Z,4167009.493
NO0010098247,2015-12-31T00:00:00Z,7281078.615
NO0010098247,2016-12-31T00:00:00Z,9509575.79
NO0010098247,2017-12-31T00:00:00Z,2410564.596
NO0010098247,2018-12-31T00:00:00Z,3673375.564
NO0010098247,2019-12-31T00:00:00Z,4196976.149
NO0010098247,2020-12-31T00:00:00Z,4444970.103
NO0010098247,2021-12-31T00:00:00Z,3202192.518
NO0010098247,2022-12-31T00:00:00Z,3902855.943
NO0010068513,,
NO0003075905,,
NO0010840515,2000-12-31T00:00:00Z,-893726.7025
NO0010840515,2001-12-31T00:00:00Z,-166267.2406
NO0010840515,2002-12-31T00:00:00Z,497836.047
NO0010840515,2003-12-31T00:00:00Z,-931664.5921
NO0010840515,2004-12-31T00:00:00Z,-854496.9093
NO0010840515,2005-12-31T00:00:00Z,-3119646.257
NO0010840515,2006-12-31T00:00:00Z,-4957843.858
NO0010840515,2007-12-31T00:00:00Z,-9795010.5
NO0010840515,2008-12-31T00:00:00Z,-7627331.478
NO0010840515,2009-12-31T00:00:00Z,-5879752.457
NO0010840515,2010-12-31T00:00:00Z,-76819468.79
NO0010840515,2011-12-31T00:00:00Z,-12826615.34
NO0010840515,2012-12-31T00:00:00Z,-3455251.288
NO0010840515,2013-12-31T00:00:00Z,-3288871.668
NO0010840515,2014-12-31T00:00:00Z,-1411843.293
NO0010840515,2015-12-31T00:00:00Z,-3729416.22
NO0010840515,2016-12-31T00:00:00Z,-10639248.57
NO0010840515,2017-12-31T00:00:00Z,10722124.16
NO0010840515,2018-12-31T00:00:00Z,47575931.56
NO0010840515,2019-12-31T00:00:00Z,91810709.18
NO0010840515,2020-12-31T00:00:00Z,42610857.55
NO0010840515,2021-12-31T00:00:00Z,36528254.84
NO0010840515,2022-12-31T00:00:00Z,118420596.1
NO0010097033,,
NO0003073108,,
NO0003078107,2000-12-31T00:00:00Z,2441752.752
NO0003078107,2001-12-31T00:00:00Z,10927083.39
NO0003078107,2002-12-31T00:00:00Z,12617482.23
NO0003078107,2003-12-31T00:00:00Z,6632844.688
NO0003078107,2004-12-31T00:00:00Z,16550890.39
NO0003078107,2005-12-31T00:00:00Z,71095077.65
NO0003078107,2006-12-31T00:00:00Z,29978927.4
NO0003078107,2007-12-31T00:00:00Z,39230108.01
NO0003078107,2008-12-31T00:00:00Z,59768062.05
NO0003078107,2009-12-31T00:00:00Z,50816462.15
