Instrument,Date,Operating Profit before Non-Recurring Income/Expense
SE0000835217,2013-12-31T00:00:00Z,7198847.464
SE0000835217,2018-12-31T00:00:00Z,51262556.39
SE0000835217,2019-12-31T00:00:00Z,60611363.98
SE0000835217,2020-12-31T00:00:00Z,66724342.65
SE0015244520,2000-12-31T00:00:00Z,-4280948.796
SE0015244520,2001-12-31T00:00:00Z,-5312967.646
SE0015244520,2002-12-31T00:00:00Z,-6451366.115
SE0015244520,2003-12-31T00:00:00Z,-12514838.05
SE0015244520,2004-12-31T00:00:00Z,-13372857.78
SE0015244520,2005-12-31T00:00:00Z,-19111792.9
SE0015244520,2006-12-31T00:00:00Z,-15190292.42
SE0015244520,2007-12-31T00:00:00Z,-3477855.046
SE0015244520,2008-12-31T00:00:00Z,1008529.582
SE0015244520,2009-12-31T00:00:00Z,-23648442.86
SE0015244520,2010-12-31T00:00:00Z,-17799251.91
SE0015244520,2011-12-31T00:00:00Z,-11058845.43
SE0015244520,2012-12-31T00:00:00Z,-28258869.77
SE0015244520,2013-12-31T00:00:00Z,-3017682.394
SE0015244520,2014-12-31T00:00:00Z,-8509167.353
SE0015244520,2015-12-31T00:00:00Z,-11290029.23
SE0015244520,2016-12-31T00:00:00Z,-7340712.051
SE0015244520,2017-12-31T00:00:00Z,-11801471.53
SE0015244520,2018-12-31T00:00:00Z,-14178159.44
SE0015244520,2019-12-31T00:00:00Z,-14498622.96
SE0015244520,2020-12-31T00:00:00Z,-8175937.17
SE0015244520,2021-12-31T00:00:00Z,-32454642.81
SE0015244520,2022-12-31T00:00:00Z,-5010154.945
SE0000805426,2000-12-31T00:00:00Z,1343573.13
SE0000805426,2001-12-31T00:00:00Z,1226352.969
SE0000805426,2002-12-31T00:00:00Z,874742.2364
SE0000805426,2003-12-31T00:00:00Z,1269918.303
SE0000805426,2004-12-31T00:00:00Z,4191877.623
SE0000805426,2005-12-31T00:00:00Z,6538619.494
SE0000805426,2006-12-31T00:00:00Z,8477496.5
SE0000805426,2007-12-31T00:00:00Z,11596360.29
SE0000805426,2008-12-31T00:00:00Z,10814641.82
SE0000805426,2009-12-31T00:00:00Z,9204082.202
SE0000805426,2010-12-31T00:00:00Z,12815071.53
SE0000805426,2011-12-31T00:00:00Z,13760746.99
SE0000805426,2012-12-31T00:00:00Z,14402939.3
SE0000805426,2013-12-31T00:00:00Z,10727387.07
SE0000805426,2014-12-31T00:00:00Z,12040210.21
SE0000805426,2015-12-31T00:00:00Z,12986488
SE0000805426,2016-12-31T00:00:00Z,13067768.39
SE0000805426,2017-12-31T00:00:00Z,15517281.77
SE0000805426,2018-12-31T00:00:00Z,21125443.74
SE0000805426,2019-12-31T00:00:00Z,23880757.19
SE0000805426,2020-12-31T00:00:00Z,7046916.576
SE0000805426,2021-12-31T00:00:00Z,29810925.04
SE0000805426,2022-12-31T00:00:00Z,30102522.14
SE0000646606,2007-12-31T00:00:00Z,27280449.83
SE0000646606,2008-12-31T00:00:00Z,34588681.57
SE0000646606,2009-12-31T00:00:00Z,33467904.7
SE0000646606,2010-12-31T00:00:00Z,34425624.45
SE0000646606,2011-12-31T00:00:00Z,42224387.94
SE0000646606,2012-12-01T00:00:00Z,
SE0000646606,2013-12-01T00:00:00Z,
SE0000646606,2014-12-01T00:00:00Z,-1035.992406
SE0000646606,2015-12-01T00:00:00Z,119.7193692
SE0000646606,2018-12-31T00:00:00Z,-230.3743571
SE0000646606,2019-12-31T00:00:00Z,-317.4788246
SE0000646606,2020-12-31T00:00:00Z,-327.2207304
SE0011205202,2000-12-31T00:00:00Z,-2922810.892
SE0011205202,2001-12-31T00:00:00Z,-3795738.961
SE0011205202,2002-12-31T00:00:00Z,-4419293.284
SE0011205202,2003-12-31T00:00:00Z,-5589.975902
SE0011205202,2004-12-31T00:00:00Z,1938008.325
SE0011205202,2005-12-31T00:00:00Z,1600952.034
SE0011205202,2006-12-31T00:00:00Z,2721826.316
SE0011205202,2007-12-31T00:00:00Z,3119672.611
SE0011205202,2008-12-31T00:00:00Z,3610661.759
SE0011205202,2009-12-31T00:00:00Z,4006093.806
SE0011205202,2010-12-31T00:00:00Z,5035278.045
SE0011205202,2011-12-31T00:00:00Z,3226448.248
SE0011205202,2012-12-31T00:00:00Z,7144240.016
SE0011205202,2013-12-31T00:00:00Z,11907765.2
SE0011205202,2014-12-31T00:00:00Z,20501297.4
SE0011205202,2015-12-31T00:00:00Z,26980315.14
SE0011205202,2016-12-31T00:00:00Z,29071540.82
SE0011205202,2017-12-31T00:00:00Z,39614860.76
SE0011205202,2018-12-31T00:00:00Z,47706267.44
SE0011205202,2019-12-31T00:00:00Z,51670631.15
SE0011205202,2020-12-31T00:00:00Z,40041891.71
SE0011205202,2021-12-31T00:00:00Z,61455499.78
SE0011205202,2022-12-31T00:00:00Z,64721450
SE0000862997,2000-12-31T00:00:00Z,151561269.2
SE0000862997,2001-12-31T00:00:00Z,125991182.1
SE0000862997,2002-12-31T00:00:00Z,125479980.5
SE0000862997,2003-12-31T00:00:00Z,138879845.7
SE0000862997,2004-12-31T00:00:00Z,106560440.8
SE0000862997,2005-12-31T00:00:00Z,-26854852.53
SE0000862997,2006-12-31T00:00:00Z,75047358.96
SE0000862997,2007-12-31T00:00:00Z,87802899.38
SE0000862997,2008-12-31T00:00:00Z,44356269.85
SE0000862997,2009-12-31T00:00:00Z,39655164.29
SE0000862997,2010-12-31T00:00:00Z,144382229.6
SE0000862997,2011-12-31T00:00:00Z,152471940.9
SE0000862997,2012-12-31T00:00:00Z,72017654.12
SE0000862997,2013-12-31T00:00:00Z,174637597.7
SE0000862997,2014-12-31T00:00:00Z,277812783.6
SE0000862997,2015-12-31T00:00:00Z,307540994.2
SE0000862997,2016-12-31T00:00:00Z,239363415.3
SE0000862997,2017-12-31T00:00:00Z,281275071
SE0000862997,2018-12-31T00:00:00Z,232793287.9
SE0000862997,2019-12-31T00:00:00Z,116832207.5
SE0000862997,2020-12-31T00:00:00Z,64244336.74
SE0000862997,2021-12-31T00:00:00Z,251782644
SE0000862997,2022-12-31T00:00:00Z,571573786.9
SE0000799827,,3524018.527
SE0000799827,,3182659.468
SE0000799827,,3611528.829
SE0000799827,,4527259.372
SE0000799827,,5978845.732
SE0000799827,,
SE0000799827,,
SE0000799827,,
SE0000799827,,
SE0000799827,,
SE0000799827,,
SE0000799827,,
SE0000799827,,
SE0000799827,,18530047.36
SE0000799827,,21270108.09
SE0000799827,,18686397.75
SE0000799827,,21764732.58
SE0000799827,,20212818.5
SE0000799827,,20559496.64
SE0000799827,,26519666.19
SE0000683757,2000-12-31T00:00:00Z,967626.7156
SE0000683757,2001-12-31T00:00:00Z,1332073.052
SE0000683757,2002-12-31T00:00:00Z,1455733.151
SE0000683757,2003-12-31T00:00:00Z,2218971.99
SE0000683757,2004-12-31T00:00:00Z,1575484.52
SE0000683757,2005-12-31T00:00:00Z,2490384.749
SE0000683757,2006-12-31T00:00:00Z,1409449.222
SE0000683757,2007-12-31T00:00:00Z,1186525.667
SE0000683757,2008-12-31T00:00:00Z,767409.513
SE0000683757,2009-12-31T00:00:00Z,65872.36593
SE0000683757,2010-12-31T00:00:00Z,974614.8574
SE0000683757,2011-12-31T00:00:00Z,3179070.833
SE0000683757,2012-12-31T00:00:00Z,1700622.222
SE0000683757,2013-12-31T00:00:00Z,3609484.209
SE0000683757,2014-12-31T00:00:00Z,3785034.769
SE0000683757,2015-12-31T00:00:00Z,-3334067.106
SE0000683757,2016-12-31T00:00:00Z,3345940.214
SE0000683757,2017-12-31T00:00:00Z,-1888460.652
SE0000683757,2018-12-31T00:00:00Z,1324652.554
SE0000683757,2019-12-31T00:00:00Z,1597976.751
SE0000683757,2020-12-31T00:00:00Z,3610335.392
SE0017083983,,
SE0000936478,2000-12-31T00:00:00Z,32825936.91
SE0000936478,2001-12-31T00:00:00Z,37458371.42
SE0000936478,2002-12-31T00:00:00Z,48155784.94
SE0000936478,2003-12-31T00:00:00Z,3689384.095
SE0000936478,2004-12-31T00:00:00Z,58369470.66
SE0000936478,2005-12-31T00:00:00Z,67526526.69
SE0000936478,2006-12-31T00:00:00Z,79710627.82
SE0000936478,2007-12-31T00:00:00Z,98926577.51
SE0000936478,2008-12-31T00:00:00Z,114512847.5
SE0000936478,2009-12-31T00:00:00Z,94803509.04
SE0000936478,2010-12-31T00:00:00Z,101039714.6
SE0000936478,2011-12-31T00:00:00Z,131931439.6
SE0000936478,2012-12-31T00:00:00Z,140634063.8
SE0000936478,2013-12-31T00:00:00Z,184467682.3
SE0000936478,2014-12-31T00:00:00Z,195681913.3
SE0000936478,2015-12-31T00:00:00Z,189484169.7
SE0000936478,2016-12-31T00:00:00Z,220878850.5
SE0000936478,2017-12-31T00:00:00Z,365727969.7
SE0000936478,2018-12-31T00:00:00Z,531473641.9
SE0000936478,2019-12-31T00:00:00Z,535163472.1
SE0000936478,2020-12-31T00:00:00Z,592487669.2
SE0000936478,2021-12-31T00:00:00Z,758964828.3
SE0000936478,2022-12-31T00:00:00Z,698733568.3
SE0000695876,2000-12-31T00:00:00Z,46432065.12
SE0000695876,2001-12-31T00:00:00Z,136708676.8
SE0000695876,2002-12-31T00:00:00Z,148467416.8
SE0000695876,2003-12-31T00:00:00Z,164494357.5
SE0000695876,2004-12-31T00:00:00Z,196256770.9
SE0000695876,2005-12-31T00:00:00Z,184922514.5
SE0000695876,2006-12-31T00:00:00Z,346944484.3
SE0000695876,2007-12-31T00:00:00Z,695748988.1
SE0000695876,2008-12-31T00:00:00Z,880372193.3
SE0000695876,2009-12-31T00:00:00Z,530931269.4
SE0000695876,2010-12-31T00:00:00Z,600223521.5
SE0000695876,2011-12-31T00:00:00Z,737822216.1
SE0000695876,2012-12-31T00:00:00Z,657623219.4
SE0000695876,2013-12-31T00:00:00Z,665988235.3
SE0000695876,2014-12-31T00:00:00Z,727778886
SE0000695876,2015-12-31T00:00:00Z,677373277.8
SE0000695876,2016-12-31T00:00:00Z,523417360.8
SE0000695876,2017-12-31T00:00:00Z,536979681
SE0000695876,2018-12-31T00:00:00Z,652535366.6
SE0000695876,2019-12-31T00:00:00Z,743641233.6
SE0000695876,2020-12-31T00:00:00Z,700143289.5
SE0000695876,2021-12-31T00:00:00Z,725129347.8
SE0000695876,2022-12-31T00:00:00Z,717594113.5
SE0005126729,2000-12-31T00:00:00Z,4119093.626
SE0005126729,2001-12-31T00:00:00Z,1690260.454
SE0005126729,2002-12-31T00:00:00Z,3288216.326
SE0005126729,2003-12-31T00:00:00Z,3114486.129
SE0005126729,2004-12-31T00:00:00Z,8904141.316
SE0005126729,2005-12-31T00:00:00Z,24189508.42
SE0005126729,2006-12-31T00:00:00Z,48809741.82
SE0005126729,2007-12-31T00:00:00Z,271934626.6
SE0005126729,2008-12-31T00:00:00Z,214222212.1
SE0005126729,2009-12-31T00:00:00Z,56597668.55
SE0005126729,2010-12-31T00:00:00Z,68282073.83
SE0005126729,2011-12-31T00:00:00Z,-235592143
SE0005126729,2012-12-31T00:00:00Z,-157301492.5
SE0005126729,2013-12-31T00:00:00Z,-35326866.73
SE0005126729,2014-12-31T00:00:00Z,21921050.78
SE0000949331,2000-12-31T00:00:00Z,23544561.32
SE0000949331,2001-12-31T00:00:00Z,52084114.53
SE0000949331,2002-12-31T00:00:00Z,75143283.22
SE0000949331,2003-12-31T00:00:00Z,70185252.99
SE0000949331,2004-12-31T00:00:00Z,127299476.7
SE0000949331,2005-12-31T00:00:00Z,133468617.1
SE0000949331,2006-12-31T00:00:00Z,180684674
SE0000949331,2007-12-31T00:00:00Z,201116100.6
SE0000949331,2008-12-31T00:00:00Z,137212820.9
SE0000949331,2009-12-31T00:00:00Z,5269789.274
SE0000949331,2010-12-31T00:00:00Z,41490746.79
SE0000949331,2011-12-31T00:00:00Z,38117985.23
SE0000949331,2012-12-31T00:00:00Z,53680510.15
SE0000949331,2013-12-31T00:00:00Z,106134195.3
SE0000949331,2014-12-31T00:00:00Z,128311217.3
SE0000949331,2015-12-31T00:00:00Z,137515436.8
SE0000949331,2016-12-31T00:00:00Z,149514391.4
SE0000949331,2017-12-31T00:00:00Z,150373078
SE0000949331,2018-12-31T00:00:00Z,125438837.5
SE0000949331,2019-12-31T00:00:00Z,107625321.6
SE0000949331,2020-12-31T00:00:00Z,66971176.16
SE0000949331,2021-12-31T00:00:00Z,112707152.1
SE0000949331,2022-12-31T00:00:00Z,49136683.66
SE0000524191,2000-12-31T00:00:00Z,10989506.13
SE0000524191,2001-12-31T00:00:00Z,10854445.86
SE0000524191,2002-12-31T00:00:00Z,12312748.93
SE0000524191,2003-12-31T00:00:00Z,14674183.63
SE0000524191,2004-12-31T00:00:00Z,20344994.18
SE0000524191,2005-12-31T00:00:00Z,20309385.05
SE0000524191,2006-12-31T00:00:00Z,31665498.95
SE0000524191,2007-12-31T00:00:00Z,46260559.35
SE0000524191,2008-12-31T00:00:00Z,21082274.14
SE0000524191,2009-12-31T00:00:00Z,24570787.73
SE0000524191,2010-12-31T00:00:00Z,28363380.81
SE0000524191,2011-12-31T00:00:00Z,34519770.88
SE0000524191,2012-12-31T00:00:00Z,37280153.08
SE0000524191,2013-12-01T00:00:00Z,
SE0000524191,2014-12-01T00:00:00Z,3710332.803
SE0000524191,2015-12-01T00:00:00Z,821035.4343
SE0000524191,2017-12-31T00:00:00Z,2778500.368
SE0000524191,2018-12-31T00:00:00Z,3348376.094
SE0000524191,2019-12-31T00:00:00Z,1575435.754
SE0000524191,2020-12-31T00:00:00Z,2170236.958
SE0000937682,2002-12-31T00:00:00Z,3134828.936
SE0000937682,2003-12-31T00:00:00Z,2034751.228
SE0000937682,2004-12-31T00:00:00Z,5644701.661
SE0000937682,2005-12-31T00:00:00Z,6852418.446
SE0000937682,2006-12-31T00:00:00Z,8337734.389
SE0000937682,2007-12-31T00:00:00Z,11860065.62
SE0000937682,2008-12-31T00:00:00Z,13017107.12
SE0000937682,2009-12-31T00:00:00Z,-993223.5335
SE0000937682,2013-12-31T00:00:00Z,-922799.1969
SE0000937682,2013-12-31T00:00:00Z,-922799.1969
SE0000937682,2014-12-01T00:00:00Z,-314645.6936
SE0000937682,2015-12-01T00:00:00Z,119.7193692
SE0000937682,2018-12-31T00:00:00Z,-59782.14568
SE0000937682,2019-12-31T00:00:00Z,-33017.79776
SE0000937682,2020-12-31T00:00:00Z,-21705.64178
SE0000117582,2001-12-31T00:00:00Z,-3372858.627
SE0000117582,2002-12-31T00:00:00Z,2790.740917
SE0000117582,2003-12-31T00:00:00Z,-4599307.951
SE0000117582,2004-12-31T00:00:00Z,-2477086.816
SE0000117582,2005-12-31T00:00:00Z,-6695988.93
SE0000117582,2006-12-31T00:00:00Z,-10387669.31
SE0000117582,2007-12-31T00:00:00Z,-11686981.19
SE0000117582,2008-12-31T00:00:00Z,2743642.491
SE0010023432,2001-08-31T00:00:00Z,-1431397.077
SE0010023432,2002-08-31T00:00:00Z,-1965784.526
SE0010023432,2003-08-31T00:00:00Z,-2143744.922
SE0010023432,2004-08-31T00:00:00Z,-2246398.489
SE0010023432,2005-08-31T00:00:00Z,-5553274.152
SE0010023432,2006-08-31T00:00:00Z,-5149657.051
SE0010023432,2007-08-31T00:00:00Z,-7808622.735
SE0010023432,2008-08-31T00:00:00Z,-10510927.37
SE0010023432,2009-08-31T00:00:00Z,-10773968.88
SE0010023432,2010-08-31T00:00:00Z,-409241.1724
SE0010023432,2011-08-31T00:00:00Z,16985837.09
SE0010023432,2012-08-31T00:00:00Z,-6945998.501
SE0010023432,2013-08-31T00:00:00Z,-978553.4597
SE0010023432,2014-08-31T00:00:00Z,-199539.9444
SE0010023432,2015-12-31T00:00:00Z,
SE0010023432,2016-12-31T00:00:00Z,-58729.44012
SE0010023432,2017-12-31T00:00:00Z,-82458.87194
SE0010023432,2018-12-31T00:00:00Z,-92495.30439
SE0010023432,2019-12-31T00:00:00Z,-68257.9473
SE0000912289,,
SE0000772956,2001-12-31T00:00:00Z,2034578.157
SE0000772956,2002-12-31T00:00:00Z,2223393.625
SE0000772956,2003-12-31T00:00:00Z,4195587.469
SE0000772956,2004-12-31T00:00:00Z,17253240.54
SE0000772956,2005-12-31T00:00:00Z,11503276.08
SE0000772956,2006-12-31T00:00:00Z,14505621.23
SE0000772956,2007-12-31T00:00:00Z,18066188.12
SE0000772956,2008-12-31T00:00:00Z,22055042.44
SE0000772956,2009-12-31T00:00:00Z,13757443.62
SE0000772956,2010-12-31T00:00:00Z,13485745.78
SE0000772956,2011-12-31T00:00:00Z,18438302.18
SE0000772956,2012-12-31T00:00:00Z,17247710.58
SE0000772956,2013-12-31T00:00:00Z,22250089.43
SE0000772956,2014-12-31T00:00:00Z,24743459.14
SE0000772956,2015-12-31T00:00:00Z,20942450.13
SE0000772956,2016-12-31T00:00:00Z,29839352.21
SE0000772956,2017-12-31T00:00:00Z,27882124.51
SE0000772956,2018-12-31T00:00:00Z,16185987.15
SE0000772956,2019-12-31T00:00:00Z,29834120.11
SE0000772956,2020-12-31T00:00:00Z,24911532.35
SE0000772956,2021-12-31T00:00:00Z,41302620.94
SE0000772956,2022-12-31T00:00:00Z,33948981.44
SE0001105487,,
SE0007185418,2013-02-28T00:00:00Z,40108150.01
SE0007185418,2014-02-28T00:00:00Z,53988013.01
SE0007185418,2015-02-28T00:00:00Z,57893366.44
SE0007185418,2016-02-29T00:00:00Z,67264493.02
SE0007185418,2017-02-28T00:00:00Z,58973924.14
SE0007185418,2018-02-28T00:00:00Z,63577360.23
SE0007185418,2019-02-28T00:00:00Z,71313493.38
SE0007185418,2020-02-29T00:00:00Z,70942711.15
SE0007185418,2021-02-28T00:00:00Z,83307530.24
SE0007185418,2022-02-28T00:00:00Z,156879754.1
SE0000657140,2000-12-31T00:00:00Z,-4562497.946
SE0000657140,2001-12-31T00:00:00Z,-2027400.831
SE0000657140,2002-12-31T00:00:00Z,42584.63918
SE0000657140,2003-12-31T00:00:00Z,1730780.761
SE0000657140,2004-12-31T00:00:00Z,2941532.066
SE0000657140,2005-12-01T00:00:00Z,
SE0000657140,2006-04-30T00:00:00Z,
SE0000657140,2007-04-30T00:00:00Z,1758140.601
SE0000657140,2008-04-30T00:00:00Z,5968678.781
SE0000657140,2009-04-30T00:00:00Z,8031996.644
SE0000657140,2010-04-30T00:00:00Z,3199884.198
SE0000657140,2011-04-30T00:00:00Z,-6985127.843
SE0000657140,2012-12-31T00:00:00Z,
SE0000657140,2012-12-31T00:00:00Z,
SE0000657140,2013-12-31T00:00:00Z,13734010.62
SE0000657140,2014-12-01T00:00:00Z,
SE0000657140,2015-12-01T00:00:00Z,9555162.017
SE0000657140,2018-12-31T00:00:00Z,9907594.791
SE0000657140,2018-12-31T00:00:00Z,9907594.791
SE0000657140,2019-12-31T00:00:00Z,28087774.92
SE0000657140,2020-12-31T00:00:00Z,38699195.98
SE0000657140,2021-12-31T00:00:00Z,30547488.45
SE0001180423,,
SE0001207606,,
SE0005308137,,
SE0001161654,2000-12-31T00:00:00Z,1169233.866
SE0001161654,2001-12-31T00:00:00Z,2713805.446
SE0001161654,2002-12-31T00:00:00Z,4233967.415
SE0001161654,2003-12-31T00:00:00Z,9105573.858
SE0001161654,2004-12-31T00:00:00Z,4046840.813
SE0001161654,2005-12-31T00:00:00Z,-8245379.647
SE0001161654,2006-12-31T00:00:00Z,13756643.15
SE0001161654,2007-12-31T00:00:00Z,16593858.09
SE0001161654,2008-12-31T00:00:00Z,-586761.3137
SE0001161654,2009-12-31T00:00:00Z,-11962026.42
SE0001161654,2010-12-31T00:00:00Z,-6706046.372
SE0001161654,2011-12-31T00:00:00Z,9934287.705
SE0001161654,2012-12-31T00:00:00Z,3837343.135
SE0001161654,2013-12-31T00:00:00Z,1545320.027
SE0001161654,2014-12-31T00:00:00Z,4581499.614
SE0001161654,2015-12-31T00:00:00Z,5369390.491
SE0001161654,2016-12-31T00:00:00Z,7039343.45
SE0001161654,2017-12-31T00:00:00Z,8368930.376
SE0001161654,2018-12-31T00:00:00Z,12557475.83
SE0001161654,2019-12-31T00:00:00Z,15695412.31
SE0001161654,2020-12-31T00:00:00Z,18842024.1
SE0001161654,2021-12-31T00:00:00Z,32381954.86
SE0001161654,2022-12-31T00:00:00Z,41208405.3
SE0001057910,2002-12-31T00:00:00Z,-3514.26634
SE0001057910,2003-12-31T00:00:00Z,-376888.5975
SE0001057910,2004-12-31T00:00:00Z,-367845.0044
SE0001057910,2005-12-31T00:00:00Z,-625449.5154
SE0001057910,2006-12-31T00:00:00Z,-1297965.826
SE0001057910,2007-12-31T00:00:00Z,-3658355.263
SE0001057910,2008-12-31T00:00:00Z,-20297060.73
SE0001057910,2009-12-31T00:00:00Z,-12910.98372
SE0001057910,2010-12-31T00:00:00Z,2148608.068
SE0001057910,2011-12-31T00:00:00Z,-1429429.384
SE0001057910,2012-12-31T00:00:00Z,-1179663.371
SE0001057910,2013-12-31T00:00:00Z,-1551027.927
SE0001057910,2014-12-31T00:00:00Z,-1305179.364
SE0001057910,2015-12-31T00:00:00Z,-999745.5314
SE0001057910,2016-12-31T00:00:00Z,-1649688.915
SE0001057910,2017-12-31T00:00:00Z,-2507781.909
SE0001057910,2018-12-31T00:00:00Z,-6212620.476
SE0001057910,2019-12-31T00:00:00Z,-5058495.939
SE0001057910,2020-12-31T00:00:00Z,-1047106.337
SE0001057910,2021-12-31T00:00:00Z,851720.7143
SE0001057910,2022-12-31T00:00:00Z,-3384971.541
SE0001283607,2003-12-31T00:00:00Z,461980.4529
SE0001283607,2004-12-31T00:00:00Z,2415688.354
SE0001283607,2005-12-31T00:00:00Z,2712608.654
SE0001283607,2006-12-31T00:00:00Z,4425618.893
SE0001283607,2007-12-31T00:00:00Z,5967482.528
SE0001283607,2008-12-31T00:00:00Z,8303370.931
SE0001283607,2009-12-31T00:00:00Z,2113185.499
SE0001283607,2010-12-31T00:00:00Z,10092276.08
SE0001283607,2011-12-31T00:00:00Z,11312245.15
SE0001283607,2012-12-31T00:00:00Z,3035832.487
SE0001283607,2013-12-31T00:00:00Z,3300604.518
SE0001283607,2014-12-31T00:00:00Z,2537434.698
SE0001283607,2015-12-31T00:00:00Z,4809480.787
SE0001283607,2016-12-31T00:00:00Z,3978744.082
SE0001283607,2017-12-31T00:00:00Z,4271791.831
SE0000598559,,
SE0000514705,2000-12-31T00:00:00Z,-5088801.024
SE0000514705,2001-12-31T00:00:00Z,-5053807.955
SE0000514705,2002-12-31T00:00:00Z,-3368631.009
SE0000514705,2003-12-31T00:00:00Z,-3342432.924
SE0000514705,2004-12-31T00:00:00Z,-4823872.452
SE0000514705,2005-12-31T00:00:00Z,-4872007.346
SE0000514705,2006-12-31T00:00:00Z,-5012946.05
SE0000514705,2007-12-31T00:00:00Z,-7080740.235
SE0000514705,2008-12-31T00:00:00Z,-3770282.937
SE0000514705,2009-12-31T00:00:00Z,-6007032.794
SE0000514705,2010-12-31T00:00:00Z,-7635968.177
SE0000514705,2011-12-31T00:00:00Z,-4865521.612
SE0000514705,2012-12-31T00:00:00Z,3208408.673
SE0000514705,2013-12-31T00:00:00Z,-1457924.43
SE0000514705,2014-12-31T00:00:00Z,-1021228.686
SE0000514705,2015-12-31T00:00:00Z,-1645913.839
SE0000514705,2016-12-31T00:00:00Z,-4511754.698
SE0000514705,2017-12-31T00:00:00Z,-5971992.896
SE0000514705,2018-12-31T00:00:00Z,-4770016.252
SE0000514705,2019-12-31T00:00:00Z,-1334998.458
SE0000514705,2020-12-31T00:00:00Z,-1518086.042
SE0000514705,2021-12-31T00:00:00Z,-2630766.94
SE0000514705,2022-12-31T00:00:00Z,-1063834.018
SE0018012635,,
SE0001447723,,13384864.59
SE0001447723,,17522791.28
SE0001447723,,26987139.05
SE0001447723,,30879330.49
SE0001447723,,
SE0001447723,,
SE0001447723,,
SE0001447723,,-3657177.721
SE0001447723,,-2594646.579
SE0001447723,,-5371695.511
SE0001447723,,5401960.404
SE0001447723,,2250724.142
SE0001447723,,8523851.214
SE0001447723,,4562170.71
SE0001447723,,4543459.842
SE0017885338,,
SE0001306119,2001-04-30T00:00:00Z,651858.7822
SE0001306119,2002-04-30T00:00:00Z,432198.8192
SE0001306119,2003-04-30T00:00:00Z,-62784.56484
SE0001306119,2004-04-30T00:00:00Z,799319.9116
SE0001306119,2005-04-30T00:00:00Z,-812650.3313
SE0001306119,2006-04-30T00:00:00Z,-257900.6182
SE0001306119,2007-04-30T00:00:00Z,-45556.42633
SE0001306119,2008-04-30T00:00:00Z,176506.8767
SE0001306119,2009-12-31T00:00:00Z,
SE0001306119,2009-12-31T00:00:00Z,
SE0001306119,2010-12-31T00:00:00Z,-650625.0327
SE0001306119,2011-12-31T00:00:00Z,-88581.8766
SE0001306119,2012-12-31T00:00:00Z,-261008.5411
SE0001306119,2013-12-31T00:00:00Z,191225.8655
SE0001306119,2014-12-31T00:00:00Z,394578.9141
SE0001306119,2015-12-31T00:00:00Z,145939.5922
SE0001306119,2016-12-31T00:00:00Z,1670279.316
SE0001306119,2017-12-31T00:00:00Z,913616.1501
SE0001306119,2018-12-31T00:00:00Z,1288368.592
SE0001306119,2019-12-31T00:00:00Z,2055463.737
SE0001306119,2020-12-31T00:00:00Z,3899162.223
SE0001306119,2021-12-31T00:00:00Z,5060737.806
SE0001306119,2022-12-31T00:00:00Z,14820814.99
SE0000436974,,
SE0000558652,,885491.757
SE0000558652,,1374885.629
SE0000558652,,759021.4242
SE0000558652,,523669.6243
SE0000558652,,207331.9247
SE0000558652,,3208365.404
SE0001175803,,
SE0001338039,2004-12-31T00:00:00Z,
SE0001338039,2005-12-31T00:00:00Z,119235.5452
SE0001338039,2006-12-31T00:00:00Z,1162418.332
SE0001338039,2007-12-31T00:00:00Z,1997071.014
SE0001338039,2008-12-31T00:00:00Z,4007258.995
SE0001338039,2009-12-31T00:00:00Z,3495846.46
SE0001338039,2010-12-31T00:00:00Z,1515526.103
SE0001338039,2011-12-31T00:00:00Z,3117649.95
SE0001338039,2012-12-31T00:00:00Z,5246789.257
SE0001338039,2013-12-31T00:00:00Z,4195449.411
SE0001338039,2014-12-31T00:00:00Z,3149324.296
SE0001338039,2015-12-31T00:00:00Z,4880552.182
SE0001338039,2016-12-31T00:00:00Z,3835313.218
SE0001338039,2017-12-31T00:00:00Z,4871172.821
SE0001338039,2018-12-31T00:00:00Z,6129570.521
SE0001338039,2019-12-31T00:00:00Z,5028229.625
SE0001338039,2020-12-31T00:00:00Z,5808277.038
SE0001338039,2021-12-31T00:00:00Z,9699698.847
SE0001338039,2022-12-31T00:00:00Z,1560362.688
SE0007980362,2002-12-31T00:00:00Z,18400181.75
SE0007980362,2003-12-31T00:00:00Z,21426377.63
SE0007980362,2004-12-31T00:00:00Z,25463442.8
SE0007980362,2005-12-31T00:00:00Z,20202637.01
SE0007980362,2006-12-31T00:00:00Z,43075688.53
SE0007980362,2007-12-31T00:00:00Z,24926976.16
SE0007980362,2008-12-31T00:00:00Z,
SE0007980362,2009-12-31T00:00:00Z,
SE0007980362,2010-12-31T00:00:00Z,
SE0007980362,2011-12-31T00:00:00Z,
SE0007980362,2012-12-31T00:00:00Z,
SE0007980362,2013-12-31T00:00:00Z,
SE0007980362,2014-12-31T00:00:00Z,
SE0007980362,2015-12-31T00:00:00Z,64782.94091
SE0007980362,2016-12-31T00:00:00Z,367000.5053
SE0007980362,2017-12-31T00:00:00Z,-268607.1362
SE0007980362,2018-12-31T00:00:00Z,-68997.11996
SE0007980362,2019-12-31T00:00:00Z,-343723.7408
SE0007980362,2020-12-31T00:00:00Z,131215.5129
SE0007980362,2021-12-31T00:00:00Z,277684.2877
SE0007980362,2022-12-31T00:00:00Z,9926.60276
SE0001279142,2001-12-31T00:00:00Z,33073.89768
SE0001279142,2002-12-31T00:00:00Z,67287.86434
