Instrument,Date,Revenue - Mean,Dividend Per Share - Mean,Cash & Short Term Investments,PPE - Net Percentage of Total Assets,"PPE - Net - Total, YoY Avg",Cost Of Goods Sold - Mean,Depreciation Depletion & Amortization - Total,CAPEX Percentage of Total Assets,Selling General & Administrative Expenses - Total
DK0010287663,2002-12-31T00:00:00Z,838730040,0.49036,116833648.7,22.59064,214959615.1,,131198435,2.828847342,254049714.6
DK0010287663,2003-12-31T00:00:00Z,803467700,0.49882,93069871.1,22.06352,145659699.1,,39633354.41,3.363122851,215614063.9
DK0010287663,2004-12-31T00:00:00Z,1080328570,0.59304,91700146.29,29.64067,122825052,,33841311.2,4.053946237,256666917.3
DK0010287663,2005-12-31T00:00:00Z,1226621300,0.94672,41094179.41,17.86038,107770763.9,,29762861.84,4.84536025,271396488.4
DK0010287663,2006-12-31T00:00:00Z,1749867830,1.87855,143011880.8,13.78114,105697046.9,,27440325.04,4.282204296,278319464.9
DK0010287663,2007-12-31T00:00:00Z,1933398250,1.53367,74758064.8,19.01925,152921200.7,,40360187.29,6.501391791,311858306.8
DK0010287663,2008-12-31T00:00:00Z,1582784400,0.33783,78834464.71,22.97031,236210877.2,,53598166.13,7.930473728,339419275.3
DK0010287663,2009-12-31T00:00:00Z,1813523510,0.69529,34128240.61,28.04311,314260959.3,,49359372.53,10.34926182,319653661
DK0010287663,2010-12-31T00:00:00Z,2039397550,0.98054,33202375.14,27.42101,395663225.2,,56353381.15,7.241070844,345226589.3
DK0010287663,2011-12-31T00:00:00Z,2132322980,0.85893,36452637.99,24.26166,435686733.4,,65844602.5,4.625330121,373974248.3
DK0010287663,2012-12-31T00:00:00Z,2070579620,0.58706,48724578.14,25.13954,437361171.5,,120327479.1,4.323694725,387751740.1
DK0010287663,2013-12-31T00:00:00Z,2285441630,0.75379,50400332.83,24.14547,428430365.7,1333572420,127354131.6,3.7083253,403039947.5
DK0010287663,2014-12-31T00:00:00Z,2209881490,1.0857,50219252.77,24.59475,414141562,1308212300,122674263.5,3.658665282,429554473
DK0010287663,2015-12-31T00:00:00Z,2307963030,1.00012,58300000,21.81041,387384865.6,1274526930,43200000,4.112859594,187700000
DK0010287663,2016-12-31T00:00:00Z,2398800000,1.10355,127800000,15.61445,320000000,,41600000,4.61713353,180800000
DK0010287663,2017-12-31T00:00:00Z,1486800000,0.2366,44700000,36.69537,485850000,1344000000,78700000,5.170194704,247400000
DK0010287663,2018-12-31T00:00:00Z,1370783200,0,28200000,34.7031,672050000,,87300000,3.299856528,277800000
DK0010287663,2019-12-31T00:00:00Z,1540000000,0,6900000,35.83883,643250000,,100700000,3.848051307,266300000
DK0010287663,2020-12-31T00:00:00Z,1716489000,0,239200000,30.57751,649450000,,97300000,5.472081218,299600000
DK0010287663,2021-12-31T00:00:00Z,2006491750,0,200500000,30.66108,720250000,,94500000,9.073129252,311500000
DK0010287663,2022-12-31T00:00:00Z,2371982670,0.1425,258500000,30.52685,813850000,,89100000,7.183130356,302500000
DK0010287663,,2801091000,0.2775,,,,,,,
DK0010052786,,1847000000,10.6975,,,,,,,
DK0010052786,,1921678570,15.36667,,,,,,,
DK0010052786,,1893532000,23.56,,,,,,,
DK0010052786,,,,,,,,,,
DK0010052786,,,,,,,,,,
DK0010052786,,,,,,,,,,
DK0010052786,,,,,,,,,,
DK0010052786,,,,,,,,,,
DK0010155324,,24228000000,,,,,,,,
DK0010155324,,,,,,,,,,
DK0010155324,,,,,,,,,,
DK0010155324,,,,,,,,,,
DK0010234467,2000-12-31T00:00:00Z,20039923750,4.77889,651000000,41.22744,,,1003000000,5.342445974,4058000000
DK0010234467,2001-12-31T00:00:00Z,18861000000,2.875,364000000,115.81687,,,1026000000,4.957548551,3737000000
DK0010234467,2002-12-31T00:00:00Z,15692750000,3,438000000,110.27117,6666000000,,851000000,4.068012999,3179000000
DK0010234467,2003-12-31T00:00:00Z,13902202500,1.625,402000000,30.46841,,,2711000000,5.567277438,2750000000
DK0010234467,2004-12-31T00:00:00Z,10055500000,,1317000000,46.89369,,,338000000,1.951767832,1383000000
DK0010234467,2005-12-31T00:00:00Z,11507586670,7.33333,2884000000,13.36535,1167500000,,173000000,2.43106359,1447000000
DK0010234467,2006-12-31T00:00:00Z,18791135000,10.2,3132000000,1.78761,1200000000,,174000000,2.583837273,1730000000
DK0010234467,2007-12-31T00:00:00Z,26553767140,9.32286,1201000000,8.05205,1382500000,,320000000,2.806753751,2241000000
DK0010234467,2008-12-31T00:00:00Z,26263948800,7.87,926000000,9.10932,1720500000,,422000000,3.885273083,2836000000
DK0010234467,2009-12-31T00:00:00Z,20104498910,6.48273,2464000000,15.08995,1923500000,,472000000,1.576021952,2842000000
DK0010234467,2010-12-31T00:00:00Z,22697443730,8.48273,2534000000,10.10222,2117500000,,436000000,2.813419923,2898000000
DK0010234467,2011-12-31T00:00:00Z,24341637570,11.45653,1506000000,10.02741,2422000000,,421000000,3.278007437,2804000000
DK0010234467,2012-12-31T00:00:00Z,27396620000,10.739,1566000000,8.68078,2664000000,,629000000,3.849168336,3765000000
DK0010234467,2013-12-31T00:00:00Z,24173096710,9.36031,1084000000,11.61812,2971000000,22899000000,683000000,2.354610408,3694000000
DK0010234467,2014-12-31T00:00:00Z,21108939420,7.8,963000000,10.25349,2938500000,16195000000,682000000,1.888971684,3056000000
DK0010234467,2015-12-31T00:00:00Z,18565144360,8.23417,1123000000,10.76266,2662000000,15313000000,732000000,0.832117364,3014000000
DK0010234467,2016-12-31T00:00:00Z,18161508900,5.80909,1448000000,10.57979,2586500000,14349500000,677000000,1.080991872,3106000000
DK0010234467,2017-12-31T00:00:00Z,18718148000,8.61077,1382000000,10.05187,2399500000,13626000000,647000000,1.140373526,3023000000
DK0010234467,2018-12-31T00:00:00Z,20323923820,9.73583,875000000,10.27917,2241500000,14878000000,604000000,2.303489242,3085000000
DK0010234467,2019-12-31T00:00:00Z,20153814360,10.20333,1001000000,10.67483,2373500000,15359333330,722000000,1.850911099,3149000000
DK0010234467,2020-12-31T00:00:00Z,16967863580,6.79,946000000,11.3463,2416500000,12963250000,678000000,1.586796399,3030000000
DK0010234467,2021-12-31T00:00:00Z,19461622310,6.4175,1935000000,10.01171,2314500000,15060666670,676000000,1.356041279,2992000000
DK0010234467,2022-12-31T00:00:00Z,24197611890,5.36,2130000000,8.86916,2477500000,18570333330,681000000,1.259026806,3912000000
DK0010234467,,24598850440,8.06556,,,,18513666670,,,
DK0061277894,,1070529280,67.03,,,,,,,
DK0061277894,,999803600,134.33,,,,,,,
DK0061277894,,1005228820,134.47,,,,,,,
DK0061277894,,661523450,314.9,,,,,,,
DK0061277894,,571103150,517.1,,,,,,,
DK0061277894,,635008530,541,,,,,,,
DK0061277894,,402735680,627.55,,,,,,,
DK0061277894,,536669770,851.61,,,,,,,
DK0061277894,,653980170,1067.17,,,,,,,
DK0061277894,,832683320,1408.7,,,,,,,
DK0061277894,,776643650,913.94,,,,,,,
DK0061277894,,720767710,654.61,,,,,,,
DK0061277894,,993131960,901.73,,,,,,,
DK0061277894,,990367340,558.93,,,,,,,
DK0061277894,,795460650,335.13,,,,,,,
DK0061277894,,359927710,336.07,,,,,,,
DK0061277894,,375477620,0,,,,,,,
DK0061277894,,321000000,0,,,,176000000,,,
DK0061277894,,286000000,0,,,,161000000,,,
DK0061277894,,,,,,,,,,
DK0061277894,,,,,,,,,,
DK0061277894,,,,,,,,,,
DK0061277894,,,,,,,,,,
DK0061277894,,,,,,,,,,
DK0060655629,2000-12-31T00:00:00Z,4284333330,1.65177,2431585000,48.84192,,,467470000,9.048634679,1587214000
DK0060655629,2001-12-31T00:00:00Z,4653000000,0.61336,617181000,74.34554,,,456076000,20.32259655,1556553000
DK0060655629,2002-12-31T00:00:00Z,5049876670,0.88,565202000,78.6338,5304300500,,650184000,10.89830824,1591286000
DK0060655629,2003-12-31T00:00:00Z,5517213330,1.56553,437915000,79.17982,5533474500,,469296000,12.54037039,2021378000
DK0060655629,2004-12-31T00:00:00Z,6022360000,1.056,288228000,82.57614,6068125500,,515168000,21.27455056,1585306000
DK0060655629,2005-12-31T00:00:00Z,6546418330,1.35198,249569000,79.63825,6664872000,,540706000,6.967517241,1708219000
DK0060655629,2006-12-31T00:00:00Z,8269926670,1.92369,371367000,77.62798,7245460500,,565200000,17.52586915,1846800000
DK0060655629,2007-12-31T00:00:00Z,8800254000,3.04235,494279000,74.46416,7456029500,,646581000,2.251532614,1970361000
DK0060655629,2008-12-31T00:00:00Z,8008825000,1.73757,301569000,76.11499,6854930000,,620133000,5.134207386,1905543000
DK0060655629,2009-12-31T00:00:00Z,8265690000,1.232,154592000,80.94072,7039850000,,610669000,14.14135086,1698395000
DK0060655629,2010-12-31T00:00:00Z,12189163330,1.73333,1084025000,67.89773,8464478500,,696800000,3.731426432,2185900000
DK0060655629,2011-12-31T00:00:00Z,12001956670,2.74667,931062000,71.76522,9292579500,,695656000,6.037008509,2465068000
DK0060655629,2012-12-31T00:00:00Z,12054080000,2.1532,1212789000,67.86687,8769385500,,678427000,2.567702913,2506870000
DK0060655629,2013-12-31T00:00:00Z,12720400000,2.8,1166440000,67.77731,8350259500,10161000000,704152000,6.991006217,2777439000
DK0060655629,2014-12-31T00:00:00Z,13549250000,2.93267,694503000,69.48799,8427667000,11989500000,771870000,8.335702067,2934593000
DK0060655629,2015-12-31T00:00:00Z,14252800000,5.46,1422600000,64.70551,8346942000,1722900000,831996000,5.329242784,3176627000
DK0060655629,2016-12-31T00:00:00Z,14751000000,6.1825,695600000,71.16877,8718700000,1678200000,935100000,9.468263034,3304500000
DK0060655629,2017-12-31T00:00:00Z,15086731170,9.226,1033200000,68.06228,9156500000,5081966670,942300000,11.89767679,3346100000
DK0060655629,2018-12-31T00:00:00Z,17307062200,6.188,761000000,59.14061,11073500000,9717000000,1086000000,7.165833343,3508000000
DK0060655629,2019-12-31T00:00:00Z,17109666670,4.43667,840000000,63.30641,15047500000,9012000000,1888000000,10.8296765,3776000000
DK0060655629,2020-12-31T00:00:00Z,16669666670,4,1261000000,62.45649,16936500000,9325000000,1873000000,6.263342553,3382000000
DK0060655629,2021-12-31T00:00:00Z,20954500000,4,902000000,62.46216,18028000000,12630000000,2087000000,5.640341608,4087000000
DK0060655629,2022-12-31T00:00:00Z,26588300000,9.76,1189000000,62.19047,20193000000,16840000000,2505000000,8.774014351,5745000000
DK0060655629,,28758500000,8.74,,,,15647000000,,,
DK0010230986,,,,,,,,,,
DK0010008028,2000-12-31T00:00:00Z,,,2082000,46.03418,,,36406000,8.054905577,241418000
DK0010008028,2001-12-31T00:00:00Z,,,2417000,52.70475,,,42202000,11.94919077,282696000
DK0010008028,2002-12-31T00:00:00Z,,,4223000,52.0439,,,40687000,1.10244229,232899000
DK0010008028,2003-12-31T00:00:00Z,,,9051000,49.91514,,,29881000,2.248738022,206692000
DK0010008028,2004-12-31T00:00:00Z,,,2754000,,,,24394000,4.04702343,110828000
DK0010008028,2005-12-31T00:00:00Z,,,,,,,21155000,3.883201473,
DK0010008028,2006-12-31T00:00:00Z,462000000,4,5273000,66.79226,,,23982000,4.463528276,105111000
DK0010008028,2007-12-31T00:00:00Z,434000000,12,16257000,,,,19173000,3.946750444,104947000
DK0010008028,2008-12-31T00:00:00Z,530000000,14,6251000,59.31938,,,17329000,5.002701576,106468000
DK0010008028,2009-12-31T00:00:00Z,551000000,17,8019000,,,,13098000,5.344697174,103178000
DK0010008028,2010-12-31T00:00:00Z,586000000,22,7531000,48.29347,,,19228000,5.23274817,92637000
DK0010008028,2011-12-31T00:00:00Z,758000000,18,5805000,29.18173,,,14996000,5.20935734,93667000
DK0010008028,2012-12-31T00:00:00Z,678000000,11,10376000,27.76949,,,17264000,4.517576792,108160000
DK0010008028,2013-12-31T00:00:00Z,,,11254000,26.45887,,,16906000,6.526473566,111488000
DK0010008028,2018-12-31T00:00:00Z,,,19862000,22.57542,,,24153000,1.712925827,229509000
DK0010008028,2018-12-31T00:00:00Z,,,19862000,20.72605,,,24153000,,229509000
DK0010008028,2019-12-31T00:00:00Z,,,4146000,18.77976,,,35997000,,226176000
DK0010008028,2020-12-31T00:00:00Z,,,3431000,18.80892,,,35311000,,200522000
DK0010008028,2021-12-31T00:00:00Z,,,,13.06666,,,579000,6.82776082,
DK0010008028,,,,,20.37135,,,,2.902830783,
DK0010008028,,,,,20.34786,,,,1.29866335,
DK0010008028,,,,,8.98795,,,,,
DK0010025113,2000-12-31T00:00:00Z,,,136124000,34.26895,,,45449000,8.62152986,80574000
DK0010025113,2001-12-31T00:00:00Z,,,112952000,34.35312,,,60641000,21.00303644,103874000
DK0010025113,2002-12-31T00:00:00Z,,,80472000,38.12978,,,61842000,7.001123666,95398000
DK0010025113,2003-12-31T00:00:00Z,,,102807000,37.02001,252143000,,52398000,6.15778629,93526000
DK0010025113,2004-12-31T00:00:00Z,,,207361000,65.11133,290897000,,70051000,6.613300663,138608000
DK0010025113,2005-12-31T00:00:00Z,,,186592000,68.89337,365067500,,72539000,8.741982993,146109000
DK0010025113,2006-12-31T00:00:00Z,2398800000,17,205322000,66.60352,417030000,,74392000,8.90754145,155368000
DK0010025113,2007-12-31T00:00:00Z,,,232546000,63.17577,219532500,,75979000,8.422933196,168096000
DK0010025113,2008-12-31T00:00:00Z,1770000000,12.3,222190000,66.48025,264544500,,88607000,10.02944035,189420000
DK0010025113,2009-12-31T00:00:00Z,,,254942000,70.67375,511072500,,93990000,5.642345643,187486000
DK0010025113,2010-12-31T00:00:00Z,,,221000000,,508318500,,98967000,3.04559051,366709000
DK0010025113,2011-12-31T00:00:00Z,,,127472000,31.79225,494644500,,98172000,3.938042675,191488000
DK0010025113,2012-12-31T00:00:00Z,,,165623000,27.22626,450779500,,96655000,3.339096355,196468000
DK0010025113,2013-12-31T00:00:00Z,,,166502000,29.36398,432000000,,90178000,5.118633841,203558000
DK0010025113,2014-12-31T00:00:00Z,,,201661000,28.85954,456076000,,89380000,5.329707926,227554000
DK0010025113,2015-12-31T00:00:00Z,,,134118000,31.50269,503407500,,92785000,5.718225349,254941000
DK0010025113,2016-12-31T00:00:00Z,,,185499000,31.19933,555905000,,97608000,2.725401125,262036000
DK0010025113,2017-12-31T00:00:00Z,,,252572000,31.2311,595927500,,108664000,4.801968229,266029000
DK0010025113,2018-12-31T00:00:00Z,,,348724000,30.822,634410000,,121366000,4.177527267,282667000
DK0010025113,2019-12-31T00:00:00Z,,,14148000,40.62816,,,89152000,1.260005412,146211000
DK0010025113,2020-12-31T00:00:00Z,,,31543000,37.91509,447419500,,85258000,2.914044844,144626000
DK0010025113,2021-12-31T00:00:00Z,,,25039000,36.60379,438641500,,82822000,5.06510138,145431000
DK0010256197,2000-12-31T00:00:00Z,1391333330,4.35663,36300000,69.38992,,,119136000,9.753429911,316724000
DK0010256197,2001-12-31T00:00:00Z,1447000000,4.55927,176600000,59.28393,,,125100000,7.106633081,341200000
DK0010256197,2002-12-31T00:00:00Z,1565000000,2.13146,65400000,59.55718,,,110400000,10.6971233,354000000
DK0010256197,2003-12-31T00:00:00Z,1613025000,2.50507,67300000,60.29624,,,109000000,13.86880334,379400000
DK0010256197,2004-12-31T00:00:00Z,1609503330,,117400000,58.44415,,,196700000,6.831756691,382800000
DK0010256197,2005-12-31T00:00:00Z,1597740000,0,56300000,-66.06406,,,108600000,6.878102237,341900000
DK0010256197,2006-12-31T00:00:00Z,1510456670,2.15299,69100000,-20.37552,8150000,,107400000,6.830007245,375100000
DK0010256197,2007-12-31T00:00:00Z,1557957500,2.02634,52300000,56.54811,,,104800000,11.09773531,337700000
DK0010256197,2008-12-31T00:00:00Z,1534183330,,63900000,-56.41824,,,87700000,8.98298049,320500000
DK0010256197,2009-12-31T00:00:00Z,1403000000,0,53400000,52.38408,,,92300000,8.398469982,301800000
DK0010256197,2010-12-31T00:00:00Z,1475906670,3.00333,69100000,-72.23447,,,99100000,4.907221562,307100000
DK0010256197,2011-12-31T00:00:00Z,1551805000,14,40300000,48.06356,-83800000,,86100000000,3.498242305,304200000
DK0010256197,2012-12-31T00:00:00Z,1573000000,9.25,77000000,45.90853,528200000,,88500000,5.522208884,342600000
DK0010256197,2013-12-31T00:00:00Z,,,45700000,47.52176,529500000,,79600000,10.16231475,348000000
DK0010256197,2014-12-31T00:00:00Z,,,56000000,45.05989,547750000,,73300000,8.321728489,349900000
DK0010256197,2015-12-31T00:00:00Z,,,128900000,41.04517,633300000,,94900000,12.64422104,453800000
DK0010256197,2016-12-31T00:00:00Z,,,54300000,51.06569,849000000,,104200000,18.53823682,419300000
DK0010256197,2017-12-31T00:00:00Z,,,52600000,52.79074,988250000,,133200000,10.9468155,421200000
DK0010256197,2018-12-31T00:00:00Z,,,83200000,52.95272,977850000,,134900000,6.969451203,423100000
DK0010256197,2019-12-31T00:00:00Z,,,84700000,54.97772,1046900000,,141000000,10.16511868,453000000
DK0010256197,2020-12-31T00:00:00Z,,,209500000,52.69986,1186950000,,135000000,14.67744492,472600000
DK0010256197,2021-12-31T00:00:00Z,2891000000,0,117900000,55.74495,1407200000,2257000000,153900000,15.46037386,474000000
DK0010256197,2022-12-31T00:00:00Z,3924000000,0,180200000,48.6756,1499200000,2799000000,176900000,6.480435274,585700000
DK0010256197,,4340000000,0,,,,3161000000,,,
DK0010010438,,,,,,,,,,
DK0010170042,2000-12-31T00:00:00Z,,,120431000,33.37455,,,191066000,10.77662313,629986000
DK0010170042,2001-12-31T00:00:00Z,,,25074000,9.15771,,,9906000,0.061069929,74075000
DK0010170042,2002-12-31T00:00:00Z,,,110331000,20.60216,,,103335000,5.683865761,399168000
DK0010170042,2003-12-31T00:00:00Z,,,180960000,19.10823,558696500,,100747000,4.926110878,303895000
DK0010170042,2004-12-31T00:00:00Z,,,326475000,2.33546,288653500,,72225000,4.537977643,76521000
DK0010170042,2005-12-31T00:00:00Z,,,471514000,3.22559,59063500,,27149000,0.592050778,136675000
DK0010170042,2006-12-31T00:00:00Z,,,147020000,4.66915,80886000,,6798000,0.475604285,86035000
DK0010170042,2007-12-31T00:00:00Z,,,131099000,4.36084,65711000,,5955000,1.157796191,90022000
DK0010170042,2008-12-31T00:00:00Z,,,75764000,11.96691,70086000,,4619000,8.354928423,110876000
DK0010170042,2009-12-31T00:00:00Z,,,55015000,16.86301,85078500,,6681000,5.844077572,
DK0010170042,2010-12-31T00:00:00Z,,,26743000,19.68808,83533500,,6839000,0.40595945,75653000
DK0010170042,2011-12-31T00:00:00Z,,,17031000,22.77013,78472500,,6287000,0.694646456,60338000
DK0010170042,2012-12-31T00:00:00Z,,,24652000,25.36698,81590500,,6953000,1.529910169,64342000
DK0010170042,2013-12-31T00:00:00Z,,,17634000,21.78319,69020000,,5734000,1.296324289,73324000
DK0010170042,2014-12-31T00:00:00Z,,,9488000,20.39122,50009000,,4969000,1.112045899,73530000
DK0010170042,2015-12-31T00:00:00Z,,,14021000,17.49473,45489000,,5927000,0.517795315,72120000
DK0010170042,2016-12-31T00:00:00Z,,,9461000,15.84928,40803500,,3855000,2.389707384,67895000
DK0010170042,2017-12-31T00:00:00Z,,,3031000,2.32734,22463000,,4946000,2.956454781,63564000
DK0010170042,2018-12-31T00:00:00Z,,,10745000,2.84268,6739000,,1671000,1.355650108,64531000
DK0010170042,2019-12-31T00:00:00Z,,,26560000,6.31247,13870500,,5396000,4.161136741,68087000
DK0010170042,2020-12-31T00:00:00Z,,,33420000,6.38394,20453500,,6870000,2.66578521,62694000
DK0010170042,2021-12-31T00:00:00Z,,,39075000,5.81264,20133000,,7422000,2.258734975,72085000
DK0010170042,2022-12-31T00:00:00Z,,,45142000,5.56298,20535500,,8005000,2.856403951,83795000
DK0010233816,2000-12-31T00:00:00Z,4238783330,3.71667,373294000,27.19414,,,242584000,4.778395501,965976000
DK0010233816,2001-12-31T00:00:00Z,4528000000,3.34,218322000,26.74086,,,275867000,8.341890393,1019072000
DK0010233816,2002-12-31T00:00:00Z,4735666670,3.1,305421000,26.62679,,,414778000,5.332356192,1090025000
DK0010233816,2003-12-31T00:00:00Z,4718030000,2.65,270684000,23.43489,,,286906000,7.587150143,1086989000
DK0010233816,2004-12-31T00:00:00Z,4996790000,2.4,550962000,24.53816,,,254207000,2.273220369,1243760000
DK0010233816,2005-12-31T00:00:00Z,5528106000,4.1475,367601000,21.5932,,,242142000,2.963635009,1173745000
DK0010233816,2006-12-31T00:00:00Z,5579161800,3.348,255347000,21.2723,455844000,,224613000,3.801982786,1050514000
DK0010233816,2007-12-31T00:00:00Z,4766712000,2.81,510085000,16.83392,993331000,,181982000,2.444000393,
DK0010233816,2008-12-31T00:00:00Z,6061800000,4.3025,224465000,17.06549,1123136500,,197193000,3.708401164,1229251000
DK0010233816,2009-12-31T00:00:00Z,5743275000,3.20667,240608000,16.82659,657750000,,185995000,3.401852141,1220854000
DK0010233816,2010-12-31T00:00:00Z,5630817500,2.75,266316000,11.30432,472149500,,193751000,6.446332678,
DK0010233816,2011-12-31T00:00:00Z,6177197500,2.56,271030000,9.26626,691405000,,220000000,4.870408074,
DK0010233816,2012-12-31T00:00:00Z,6644968000,3.45,402872000,8.99697,618512500,,170066000,4.922241607,1386799000
DK0010233816,2013-12-31T00:00:00Z,6985666670,4.24333,338275000,8.39151,553104500,,184096000,4.578168623,16891000
DK0010233816,2014-12-31T00:00:00Z,7580000000,7.25,198000,0,266053500,,184006000,5.078505227,48976000
DK0010233816,2015-12-31T00:00:00Z,,,39141000,,0,,0,0,28169000
DK0010233816,2015-12-31T00:00:00Z,,,39141000,,,,0,,28169000
DK0010233816,2016-12-01T00:00:00Z,,,32722000,,,,,,
DK0010233816,2017-12-01T00:00:00Z,,,34392000,,,,,,
DK0010233816,2018-12-01T00:00:00Z,,,41419000,,,,,,
DK0010025899,,,,,,,,,,
DK0010245661,2000-12-31T00:00:00Z,2824000000,9.83333,4430000,32.73324,,,46459000,1.722649614,436542000
