Instrument,Total Assets,Date
NO0006390400,3055280963.5089,2012-12-31T00:00:00Z
NO0006390400,2973425316.91476,2013-12-31T00:00:00Z
NO0006390400,2568539748.394,2014-12-31T00:00:00Z
NO0006390400,2232633769.9948,2015-12-31T00:00:00Z
NO0006390400,2507083478.05951,2016-12-31T00:00:00Z
NO0006390400,2699643596.92945,2017-12-31T00:00:00Z
NO0006390400,2753885538.33331,2018-12-31T00:00:00Z
NO0006390400,2854298961.0863,2019-12-31T00:00:00Z
NO0006390400,3175485841.52298,2020-12-31T00:00:00Z
NO0006390400,3177580705.59915,2021-12-31T00:00:00Z
NO0006390400,3022508038.58521,2022-12-31T00:00:00Z
NO0006000603,148373458.937308,
NO0006000603,156534948.971037,
NO0006000603,232243775.709028,
NO0006000603,256734439.896241,
NO0006000603,313331138.907176,
NO0006000603,323091124.786832,
NO0006000603,392857624.181748,
NO0006000603,497132132.408413,
NO0006000603,450485076.238607,
NO0006000603,539933717.678738,
NO0006000603,562984472.156378,
NO0006000603,554395810.326942,
NO0006000603,599493079.273773,
NO0006000603,571469429.471012,
NO0006000603,473572135.974304,
NO0006000603,373402565.668907,
NO0006000603,385142294.77828,
NO0006000603,427930425.246741,
NO0006000603,433723013.879403,
NO0006000603,761099061.332361,
NO0006000603,832327842.478928,
NO0006000603,823256384.343738,
NO0006000603,739987444.495483,
NO0010123060,,2000-12-31T00:00:00Z
NO0010123060,14085335.1814798,2001-12-31T00:00:00Z
NO0010123060,8755574.7997402,2002-12-31T00:00:00Z
NO0010123060,7328955.06275021,2003-12-31T00:00:00Z
NO0010123060,10689433.8380514,2004-12-31T00:00:00Z
NO0010123060,20949803.5144954,2005-12-31T00:00:00Z
NO0010123060,44246085.2265434,2006-12-31T00:00:00Z
NO0010123060,40754779.472648,2007-12-31T00:00:00Z
NO0010123060,35287748.5493787,2008-12-31T00:00:00Z
NO0010123060,34464585.3902717,2009-12-31T00:00:00Z
NO0010123060,33392000.0,2010-12-31T00:00:00Z
NO0010123060,33535000.0,2011-12-31T00:00:00Z
NO0010123060,38077000.0,2012-12-31T00:00:00Z
NO0010123060,36885000.0,2013-12-31T00:00:00Z
NO0010123060,30694000.0,2014-12-31T00:00:00Z
NO0010123060,24751000.0,2015-12-31T00:00:00Z
NO0010123060,5815000.0,2016-12-31T00:00:00Z
NO0010123060,7526867.30839527,2017-12-31T00:00:00Z
NO0010123060,13803350.0410941,2018-12-31T00:00:00Z
NO0010123060,15567757.2222729,2019-12-31T00:00:00Z
NO0010123060,58866272.6308304,2020-12-31T00:00:00Z
NO0010123060,147707767.949402,2021-12-31T00:00:00Z
NO0010123060,139937528.709233,2022-12-31T00:00:00Z
NO0010029804,,2000-12-31T00:00:00Z
NO0010029804,617141260.242122,2001-12-31T00:00:00Z
NO0010029804,880109258.858339,2002-12-31T00:00:00Z
NO0010029804,954678152.129909,2003-12-31T00:00:00Z
NO0010029804,1083785385.12179,2004-12-31T00:00:00Z
NO0010029804,1834966263.80959,2005-12-31T00:00:00Z
NO0010029804,2029091580.02824,2006-12-31T00:00:00Z
NO0010029804,2623143871.78685,2007-12-31T00:00:00Z
NO0010029804,2389241645.42928,2008-12-31T00:00:00Z
NO0010029804,3171885248.73132,2009-12-31T00:00:00Z
NO0010029804,3462846542.3065,2010-12-31T00:00:00Z
NO0010029804,3815212662.71793,2011-12-31T00:00:00Z
NO0010029804,4420995865.54018,2012-12-31T00:00:00Z
NO0010029804,4276577155.76216,2013-12-31T00:00:00Z
NO0010029804,3460251605.99572,2014-12-31T00:00:00Z
NO0010029804,3069300210.412,2015-12-31T00:00:00Z
NO0010029804,3401991432.21026,2016-12-31T00:00:00Z
NO0010029804,3880833434.87267,2017-12-31T00:00:00Z
NO0010029804,3816430712.9545,2018-12-31T00:00:00Z
NO0010029804,3880889455.9373,2019-12-31T00:00:00Z
NO0010029804,3871227223.4463,2020-12-31T00:00:00Z
NO0010029804,4477613635.0733,2021-12-31T00:00:00Z
NO0010029804,3942734650.13015,2022-12-31T00:00:00Z
NO0006001700,,
NO0010012636,,2002-12-31T00:00:00Z
NO0010012636,244200890.648194,2003-12-31T00:00:00Z
NO0010012636,293290487.162607,2004-12-31T00:00:00Z
NO0010012636,301318306.517387,2005-12-31T00:00:00Z
NO0010012636,387830990.886921,2006-12-31T00:00:00Z
NO0010012636,508502033.230905,2007-12-31T00:00:00Z
NO0010012636,445869292.903114,2008-12-31T00:00:00Z
NO0010012636,680250457.417061,2009-12-31T00:00:00Z
NO0010012636,679638256.20942,2010-12-31T00:00:00Z
NO0010012636,742760625.773851,2011-12-31T00:00:00Z
NO0010012636,792238899.874169,2012-12-31T00:00:00Z
NO0010012636,766769035.491156,2013-12-31T00:00:00Z
NO0010012636,707301525.695932,2014-12-31T00:00:00Z
NO0010012636,579233127.446322,2015-12-31T00:00:00Z
NO0010012636,589401644.089383,2016-12-31T00:00:00Z
NO0010012636,645636773.486048,2017-12-31T00:00:00Z
NO0010012636,670710060.541517,2018-12-31T00:00:00Z
NO0010012636,721952405.905404,2019-12-31T00:00:00Z
NO0010012636,846931300.201681,2020-12-31T00:00:00Z
NO0010012636,864395289.949697,2021-12-31T00:00:00Z
NO0010012636,792237023.426734,2022-12-31T00:00:00Z
NO0003096208,76098673.6311485,2000-12-31T00:00:00Z
NO0003096208,87117674.0182653,2001-12-31T00:00:00Z
NO0003096208,172945803.564985,2002-12-31T00:00:00Z
NO0003096208,270557029.973161,2003-12-31T00:00:00Z
NO0003096208,297377880.184332,2004-12-31T00:00:00Z
NO0003096208,382192481.648995,2005-12-31T00:00:00Z
NO0003096208,899447278.911565,2006-12-31T00:00:00Z
NO0003096208,1381145233.40755,2007-12-31T00:00:00Z
NO0003096208,1120498178.62439,2008-12-31T00:00:00Z
NO0003096208,1433908758.24214,2009-12-31T00:00:00Z
NO0003096208,1949945893.02278,2010-12-31T00:00:00Z
NO0003096208,1917787203.4267,2011-12-31T00:00:00Z
NO0003096208,2116559230.63095,2012-12-31T00:00:00Z
NO0003096208,2291962316.40374,2013-12-31T00:00:00Z
NO0003096208,1988539079.22912,2014-12-31T00:00:00Z
NO0003096208,1808152107.51374,2015-12-31T00:00:00Z
NO0003096208,2903622438.34665,2016-12-31T00:00:00Z
NO0003096208,3126369197.02693,2017-12-31T00:00:00Z
NO0003096208,3284375311.10005,2018-12-31T00:00:00Z
NO0003096208,3439058484.46186,2019-12-31T00:00:00Z
NO0003096208,3516373354.7838,2020-12-31T00:00:00Z
NO0003096208,3882692495.48639,2021-12-31T00:00:00Z
NO0003096208,3783153166.94738,2022-12-31T00:00:00Z
NO0006001809,142713866.998164,2000-12-31T00:00:00Z
NO0006001809,194838976.514381,2001-12-31T00:00:00Z
NO0006001809,307927689.976185,2002-12-31T00:00:00Z
NO0006001809,330172881.711724,2003-12-31T00:00:00Z
NO0006001809,420101217.906517,2004-12-31T00:00:00Z
NO0006001809,453123748.795136,2005-12-31T00:00:00Z
NO0006001809,596058753.690155,2006-12-31T00:00:00Z
NO0006001809,822077391.576352,2007-12-31T00:00:00Z
NO0006001809,751540466.214563,2008-12-31T00:00:00Z
NO0006001809,883971415.748956,2009-12-31T00:00:00Z
NO0006001809,896760795.630217,2010-12-31T00:00:00Z
NO0006001809,884900612.388314,2011-12-31T00:00:00Z
NO0006001809,1015376954.88046,2012-12-31T00:00:00Z
NO0006001809,1253500486.29313,2013-12-31T00:00:00Z
NO0006001809,1067242906.85225,2014-12-31T00:00:00Z
NO0006001809,934003371.116994,2015-12-31T00:00:00Z
NO0006001809,1018934583.76751,2016-12-31T00:00:00Z
NO0006001809,1095264164.73742,2017-12-31T00:00:00Z
NO0006001809,1133226642.89766,2018-12-31T00:00:00Z
NO0006001809,1197994395.334,2019-12-31T00:00:00Z
NO0006001809,1667780342.50807,2020-12-31T00:00:00Z
NO0006001809,1765175037.1876,2021-12-31T00:00:00Z
NO0006001809,1706836217.01628,2022-12-31T00:00:00Z
NO0010044183,,
NO0010190341,,
NO0010196140,4506645.50240892,2001-12-31T00:00:00Z
NO0010196140,31806595.9442881,2002-12-31T00:00:00Z
NO0010196140,78641536.5930458,2003-12-31T00:00:00Z
NO0010196140,75033903.8841343,2004-12-31T00:00:00Z
NO0010196140,100218135.982798,2005-12-31T00:00:00Z
NO0010196140,170379765.113593,2006-12-31T00:00:00Z
NO0010196140,428928735.716783,2007-12-31T00:00:00Z
NO0010196140,457702907.001857,2008-12-31T00:00:00Z
NO0010196140,866842614.009045,2009-12-31T00:00:00Z
NO0010196140,1137199663.33436,2010-12-31T00:00:00Z
NO0010196140,1506519425.76047,2011-12-31T00:00:00Z
NO0010196140,2142566960.27323,2012-12-31T00:00:00Z
NO0010196140,2433566424.34433,2013-12-31T00:00:00Z
NO0010196140,3038858137.04497,2014-12-31T00:00:00Z
NO0010196140,3578600533.94873,2015-12-31T00:00:00Z
NO0010196140,4372195322.44993,2016-12-31T00:00:00Z
NO0010196140,5303115389.30182,2017-12-31T00:00:00Z
NO0010196140,6480755206.22316,2018-12-31T00:00:00Z
NO0010196140,9721919712.02041,2019-12-31T00:00:00Z
NO0010196140,5776938411.49932,2020-12-31T00:00:00Z
NO0010196140,2137622491.96634,2021-12-31T00:00:00Z
NO0010196140,2314050936.55898,2022-12-31T00:00:00Z
NO0010208051,2896075297.06346,2001-12-31T00:00:00Z
NO0010208051,3178177094.60922,2002-12-31T00:00:00Z
NO0010208051,3870721065.17925,2003-12-31T00:00:00Z
NO0010208051,,2004-12-31T00:00:00Z
NO0010208051,4540372210.27656,2005-12-31T00:00:00Z
NO0010208051,5336766782.18457,2006-12-31T00:00:00Z
NO0010208051,8716028483.63295,2007-12-31T00:00:00Z
NO0010208051,11492232156.9983,2008-12-31T00:00:00Z
NO0010208051,10643836089.3431,2009-12-31T00:00:00Z
NO0010208051,11244632244.3231,2010-12-31T00:00:00Z
NO0010208051,12364889736.6396,2011-12-31T00:00:00Z
NO0010208051,14519503864.8211,2012-12-31T00:00:00Z
NO0010208051,14605608031.2546,2013-12-31T00:00:00Z
NO0010208051,14940042826.5525,2014-12-31T00:00:00Z
NO0010208051,13446344939.9308,2015-12-31T00:00:00Z
NO0010208051,13952182470.7653,2016-12-31T00:00:00Z
NO0010208051,15783000000.0,2017-12-31T00:00:00Z
NO0010208051,16656000000.0,2018-12-31T00:00:00Z
NO0010208051,16725000000.0,2019-12-31T00:00:00Z
NO0010208051,16605000000.0,2020-12-31T00:00:00Z
NO0010208051,17272000000.0,2021-12-31T00:00:00Z
NO0010208051,17982000000.0,2022-12-31T00:00:00Z
NO0010127038,,
NO0010040611,5185269.66459,2000-12-31T00:00:00Z
NO0010040611,5408846.51069,2001-12-31T00:00:00Z
NO0010040611,7061268.67287,2002-12-31T00:00:00Z
NO0010040611,13760664.53751,2003-12-31T00:00:00Z
NO0010040611,46377551.02041,2004-12-31T00:00:00Z
NO0010040611,48269444.6504,2005-12-31T00:00:00Z
NO0010040611,90212745.47555,2006-12-31T00:00:00Z
NO0010040611,112928036.50615,2007-12-31T00:00:00Z
NO0010040611,115660230.65958,2008-12-31T00:00:00Z
NO0010040611,141836400.04143,2009-12-31T00:00:00Z
NO0010040611,163896045.89646,2010-12-31T00:00:00Z
NO0010040611,167000000.0,2011-12-31T00:00:00Z
NO0010040611,239500000.0,2012-12-31T00:00:00Z
NO0010040611,533000000.0,2013-12-31T00:00:00Z
NO0010040611,809300000.0,2014-12-31T00:00:00Z
NO0010040611,905800000.0,2015-12-31T00:00:00Z
NO0010040611,836900000.0,2016-12-31T00:00:00Z
NO0010040611,636600000.0,2017-12-31T00:00:00Z
NO0010040611,434200000.0,2018-12-31T00:00:00Z
NO0010040611,435400000.0,2019-12-31T00:00:00Z
NO0010040611,425300000.0,2020-12-31T00:00:00Z
NO0010040611,365000000.0,2021-12-31T00:00:00Z
NO0010040611,109800000.0,2022-12-31T00:00:00Z
NO0010093933,,
NO0010215684,,2004-12-31T00:00:00Z
NO0010215684,3899310447.0972,2005-12-31T00:00:00Z
NO0010215684,5037222436.14427,2006-12-31T00:00:00Z
NO0010215684,5247023754.76107,2007-12-31T00:00:00Z
NO0010215684,6151498135.42972,2008-12-31T00:00:00Z
NO0010215684,6891635309.14489,2009-12-31T00:00:00Z
NO0010215684,6858016421.03817,2010-12-31T00:00:00Z
NO0010215684,5690526386.23967,2011-12-31T00:00:00Z
NO0010215684,7229013122.41596,2012-12-31T00:00:00Z
NO0010215684,7902840281.55548,2013-12-31T00:00:00Z
NO0010215684,3269539614.56103,2014-12-31T00:00:00Z
NO0010215684,2323242607.29881,2015-12-31T00:00:00Z
NO0010215684,1489058700.93783,2016-12-31T00:00:00Z
NO0010215684,1258437918.84976,2017-12-31T00:00:00Z
NO0010215684,1042402213.29598,2018-12-31T00:00:00Z
NO0010215684,1205003189.64732,2019-12-31T00:00:00Z
NO0010215684,1066344909.59326,2020-12-31T00:00:00Z
NO0010215684,818921957.146264,2021-12-31T00:00:00Z
NO0010215684,694533762.057878,2022-12-31T00:00:00Z
NO0010222995,,
NO0010227036,,
NO0010176324,,
NO0010159684,6840585.98542253,2002-12-31T00:00:00Z
NO0010159684,6791117.50858411,2003-12-31T00:00:00Z
NO0010159684,12209842.0013167,2004-12-31T00:00:00Z
NO0010159684,12604285.6083636,2005-12-31T00:00:00Z
NO0010159684,19115806.7000385,2006-12-31T00:00:00Z
NO0010159684,23697904.208144,2007-12-31T00:00:00Z
NO0010159684,20932717.0892546,2008-12-31T00:00:00Z
NO0010159684,25137052.5080264,2009-12-31T00:00:00Z
NO0010159684,25068535.5044832,2010-12-31T00:00:00Z
NO0010159684,25035304.3536459,2011-12-31T00:00:00Z
NO0010159684,27299478.698544,2012-12-31T00:00:00Z
NO0010159684,27758271.1042975,2013-12-31T00:00:00Z
NO0010159684,27233404.7109208,2014-12-31T00:00:00Z
NO0010159684,24778388.651327,2015-12-31T00:00:00Z
NO0010159684,25130137.7793215,2016-12-31T00:00:00Z
NO0010159684,30591568.1735104,2017-12-31T00:00:00Z
NO0010159684,31207473.3466841,2018-12-31T00:00:00Z
NO0010159684,38288184.6350132,2019-12-31T00:00:00Z
NO0010159684,40315228.6690216,2020-12-31T00:00:00Z
NO0010159684,45788320.2561686,2021-12-31T00:00:00Z
NO0010159684,49268514.2652988,2022-12-31T00:00:00Z
NO0010234552,6487327188.94009,2004-12-31T00:00:00Z
NO0010234552,8493957143.91636,2005-12-31T00:00:00Z
NO0010234552,12051565909.3826,2006-12-31T00:00:00Z
NO0010234552,6677829503.00845,2007-12-31T00:00:00Z
NO0010234552,6803017868.19864,2008-12-31T00:00:00Z
NO0010234552,7236165291.53865,2009-12-31T00:00:00Z
NO0010234552,7083891579.92373,2010-12-31T00:00:00Z
NO0010234552,6057122778.83747,2011-12-31T00:00:00Z
NO0010234552,14204386122.5957,2012-12-31T00:00:00Z
NO0010234552,15453076834.3142,2013-12-31T00:00:00Z
NO0010234552,17252676659.5289,2014-12-31T00:00:00Z
NO0010234552,15211656372.3161,2015-12-31T00:00:00Z
NO0010234552,10731967118.2123,2016-12-31T00:00:00Z
NO0010234552,10306811258.6816,2017-12-31T00:00:00Z
NO0010234552,10737495224.976,2018-12-31T00:00:00Z
NO0010234552,12155518089.8569,2019-12-31T00:00:00Z
NO0010234552,6799100012.82365,2020-12-31T00:00:00Z
NO0010234552,8793077997.43377,2021-12-31T00:00:00Z
NO0010234552,9927933445.61833,2022-12-31T00:00:00Z
NO0003105405,,
NO0010187032,2160796.48538827,2003-12-31T00:00:00Z
NO0010187032,32842988.8084266,2004-12-31T00:00:00Z
NO0010187032,256988062.57878,2005-12-31T00:00:00Z
NO0010187032,862240000.0,2006-12-31T00:00:00Z
NO0010187032,1513958000.0,2007-12-31T00:00:00Z
NO0010187032,1926721000.0,2008-12-31T00:00:00Z
NO0010187032,2348792000.0,2009-12-31T00:00:00Z
NO0010187032,2587393000.0,2010-12-31T00:00:00Z
NO0010187032,581700000.0,2011-12-31T00:00:00Z
NO0010187032,677800000.0,2012-12-31T00:00:00Z
NO0010187032,164900000.0,2013-12-31T00:00:00Z
NO0010187032,144800000.0,2014-12-31T00:00:00Z
NO0010187032,86600000.0,2015-12-31T00:00:00Z
NO0010187032,42317934.4679866,2016-12-31T00:00:00Z
NO0010187032,26952601.437797,2017-12-31T00:00:00Z
NO0010187032,17386875.3400396,2018-12-31T00:00:00Z
NO0010187032,12895288.4352502,2019-12-31T00:00:00Z
NO0010187032,14467410.4384523,2020-12-31T00:00:00Z
NO0010187032,21881067.8233618,2021-12-31T00:00:00Z
NO0010187032,57591997.1418364,2022-12-31T00:00:00Z
NO0003434003,,
US36467X2062,156000.0,2003-12-31T00:00:00Z
US36467X2062,1073000.0,2004-12-31T00:00:00Z
US36467X2062,1543000.0,2005-12-31T00:00:00Z
US36467X2062,4941000.0,2006-12-31T00:00:00Z
US36467X2062,7337000.0,2007-12-31T00:00:00Z
US36467X2062,4435000.0,2008-12-31T00:00:00Z
US36467X2062,1189557.0,2009-12-31T00:00:00Z
US36467X2062,2634872.0,2010-12-31T00:00:00Z
US36467X2062,14876380.0,2011-12-31T00:00:00Z
US36467X2062,18669895.0,2012-12-31T00:00:00Z
US36467X2062,8860700.0,2013-12-31T00:00:00Z
US36467X2062,5157495.9172564,2014-12-31T00:00:00Z
US36467X2062,39167980.3651133,2015-12-31T00:00:00Z
US36467X2062,132788533.431455,2016-12-31T00:00:00Z
US36467X2062,246712949.700699,2017-12-31T00:00:00Z
US36467X2062,217950041.288192,2018-12-31T00:00:00Z
US36467X2062,151433760.060982,2019-12-31T00:00:00Z
US36467X2062,113765266.243283,2020-12-31T00:00:00Z
US36467X2062,99662369.5518723,2021-12-31T00:00:00Z
US36467X2062,197966609.589041,2022-12-31T00:00:00Z
NO0010244346,,
NO0010257728,130861751.152074,2004-12-31T00:00:00Z
NO0010257728,339905835.248758,2005-12-31T00:00:00Z
NO0010257728,439201161.596714,2006-12-31T00:00:00Z
NO0010257728,631878300.550168,2007-12-31T00:00:00Z
NO0010257728,631571710.365283,2008-12-31T00:00:00Z
NO0010257728,950029343.735976,2009-12-31T00:00:00Z
NO0010257728,1148328523.82425,2010-12-31T00:00:00Z
NO0010257728,1329830840.27708,2011-12-31T00:00:00Z
NO0010257728,1561515908.68237,2012-12-31T00:00:00Z
NO0010257728,1375367687.05801,2013-12-31T00:00:00Z
NO0010257728,1120684421.84154,2014-12-31T00:00:00Z
NO0010257728,739182786.940881,2015-12-31T00:00:00Z
NO0010257728,633488827.139053,2016-12-31T00:00:00Z
NO0010257728,584438649.932984,2017-12-31T00:00:00Z
NO0010257728,408904349.033998,2018-12-31T00:00:00Z
NO0010257728,395708671.284061,2019-12-31T00:00:00Z
NO0010257728,270235838.608517,2020-12-31T00:00:00Z
NO0010257728,222083981.514075,2021-12-31T00:00:00Z
NO0010257728,197297708.365232,2022-12-31T00:00:00Z
NO0010255862,,
NO0010252356,116287652.450028,2002-12-31T00:00:00Z
NO0010252356,112757710.704278,2003-12-31T00:00:00Z
NO0010252356,178202929.558916,2004-12-31T00:00:00Z
NO0010252356,197151479.202193,2005-12-31T00:00:00Z
NO0010252356,282379989.73174,2006-12-31T00:00:00Z
NO0010252356,384533092.903013,2007-12-31T00:00:00Z
NO0010252356,372002505.291343,2008-12-31T00:00:00Z
NO0010252356,411644284.875895,2009-12-31T00:00:00Z
NO0010252356,464614036.895806,2010-12-31T00:00:00Z
NO0010252356,460627279.724259,2011-12-31T00:00:00Z
NO0010252356,475965801.139962,2012-12-31T00:00:00Z
NO0010252356,465463067.322759,2013-12-31T00:00:00Z
NO0010252356,399680638.722555,2014-12-31T00:00:00Z
NO0010252356,333695333.456413,2015-12-31T00:00:00Z
NO0010252356,312150967.199327,2016-12-31T00:00:00Z
NO0010252356,346313024.076007,2017-12-31T00:00:00Z
NO0010252356,343361776.309753,2018-12-31T00:00:00Z
NO0010252356,355779880.277111,2019-12-31T00:00:00Z
NO0010252356,397340009.770396,2020-12-31T00:00:00Z
NO0010252356,425234749.789692,2021-12-31T00:00:00Z
NO0010252356,497807148.972603,2022-12-31T00:00:00Z
NO0010255722,,
NO0010263916,163671790.430829,2002-12-31T00:00:00Z
NO0010263916,225360982.411947,2003-12-31T00:00:00Z
NO0010263916,260789664.252798,2004-12-31T00:00:00Z
NO0010263916,255201304.960332,2005-12-31T00:00:00Z
NO0010263916,,2006-03-01T00:00:00Z
NO0010263916,,2007-03-01T00:00:00Z
NO0010263916,,2008-03-01T00:00:00Z
NO0010263916,,2009-03-01T00:00:00Z
NO0010263916,,2010-03-01T00:00:00Z
NO0010263916,,2011-03-01T00:00:00Z
NO0010263916,,2012-03-01T00:00:00Z
NO0010263916,47765969.6034739,2013-12-01T00:00:00Z
NO0010263916,40100359.0431284,2014-12-01T00:00:00Z
NO0010263916,,2015-03-01T00:00:00Z
NO0010263916,38276260.8564919,2016-03-01T00:00:00Z
NO0010263916,36162491.7102002,2017-03-31T00:00:00Z
NO0010263916,36162491.7102002,2017-03-31T00:00:00Z
NO0010263916,37053186.8803996,2018-03-31T00:00:00Z
NO0010263916,38365964.5541431,2019-03-31T00:00:00Z
NO0010263916,37252304.3944266,2020-09-30T00:00:00Z
NO0010263916,47992544.6520456,2021-09-30T00:00:00Z
NO0010269129,,
NO0003101404,,
NO0010270309,,
NO0010265168,15000.0,2004-12-31T00:00:00Z
NO0010265168,244616000.0,2005-12-31T00:00:00Z
NO0010265168,567938000.0,2006-12-31T00:00:00Z
NO0010265168,,2007-12-01T00:00:00Z
NO0010265168,,2008-12-01T00:00:00Z
NO0010265168,,2009-12-01T00:00:00Z
NO0010265168,,2010-12-01T00:00:00Z
NO0010265168,,2011-12-01T00:00:00Z
NO0010265168,,2012-12-01T00:00:00Z
NO0010265168,,2013-12-01T00:00:00Z
NO0010265168,65715418.6673588,2014-12-01T00:00:00Z
NO0010265168,74857408.0519782,2015-12-01T00:00:00Z
NO0010265168,87098503.48869,2016-12-01T00:00:00Z
NO0010265168,22477919.1313508,2018-12-31T00:00:00Z
NO0010265168,90171329.6272669,2019-12-31T00:00:00Z
NO0010265168,69967940.8713088,2020-12-31T00:00:00Z
NO0010263023,372819618.169849,2004-12-31T00:00:00Z
NO0010263023,455018165.640988,2005-12-31T00:00:00Z
NO0010263023,543155724.553973,2006-12-31T00:00:00Z
NO0010263023,786251311.019928,2007-12-31T00:00:00Z
NO0010263023,654195499.114509,2008-12-31T00:00:00Z
NO0010263023,909140055.925709,2009-12-31T00:00:00Z
NO0010263023,870428389.845065,2010-12-31T00:00:00Z
NO0010263023,853555365.927116,2011-12-31T00:00:00Z
NO0010263023,1012251123.49452,2012-12-31T00:00:00Z
NO0010263023,939649704.102995,2013-12-31T00:00:00Z
NO0010263023,743598233.404711,2014-12-31T00:00:00Z
NO0010263023,686684879.748411,2015-12-31T00:00:00Z
NO0010263023,586784763.227973,2016-12-31T00:00:00Z
NO0010263023,523639819.666139,2017-12-31T00:00:00Z
NO0010263023,474675124.729415,2018-12-31T00:00:00Z
NO0010263023,382789004.830037,2019-12-31T00:00:00Z
NO0010263023,361057251.77491,2020-12-31T00:00:00Z
NO0010263023,312328454.472163,2021-12-31T00:00:00Z
NO0010263023,238762210.993722,2022-12-31T00:00:00Z
NO0010272065,305676000.0,2005-12-31T00:00:00Z
NO0010272065,376625000.0,2006-12-31T00:00:00Z
NO0010272065,572971000.0,2007-12-31T00:00:00Z
NO0010272065,714073000.0,2008-12-31T00:00:00Z
NO0010272065,866276000.0,2009-12-31T00:00:00Z
NO0010272065,1008111000.0,2010-12-31T00:00:00Z
NO0010272065,1037700000.0,2011-12-31T00:00:00Z
NO0010272065,961189000.0,2012-12-31T00:00:00Z
NO0010272065,932882000.0,2013-12-31T00:00:00Z
NO0010272065,999676000.0,2014-12-31T00:00:00Z
NO0010272065,904964000.0,2015-12-31T00:00:00Z
NO0010272065,889386000.0,2016-12-31T00:00:00Z
NO0010272065,847129000.0,2017-12-31T00:00:00Z
NO0010272065,811336000.0,2018-12-31T00:00:00Z
NO0010272065,752358000.0,2019-12-31T00:00:00Z
NO0010272065,723663000.0,2020-12-31T00:00:00Z
NO0010272065,713565000.0,2021-12-31T00:00:00Z
NO0010272065,829300000.0,2022-12-31T00:00:00Z
NO0010274608,,
NO0010277957,,
NO0010122898,,
NO0010285018,,
NO0010279821,10509171.7993718,2001-12-31T00:00:00Z
NO0010279821,17582593.6349859,2002-12-31T00:00:00Z
NO0010279821,18661739.4629121,2003-12-31T00:00:00Z
NO0010279821,30351053.3245556,2004-12-31T00:00:00Z
NO0010279821,141751316.082153,2005-12-31T00:00:00Z
NO0010279821,495494320.369657,2006-12-31T00:00:00Z
NO0010279821,660771707.729957,2007-12-31T00:00:00Z
NO0010279821,,2008-12-01T00:00:00Z
NO0010279821,,2009-12-01T00:00:00Z
NO0010279821,,2010-12-01T00:00:00Z
NO0010279821,,2011-12-01T00:00:00Z
NO0010279821,,2012-12-01T00:00:00Z
NO0010279821,,2013-12-01T00:00:00Z
NO0010279821,277986618.79425,2014-12-01T00:00:00Z
NO0010279821,372778512.588467,2015-12-01T00:00:00Z
NO0010279821,212673513.295059,2016-12-01T00:00:00Z
NO0010279821,255802146.15625,2018-12-31T00:00:00Z
NO0010279821,186804770.801057,2019-12-31T00:00:00Z
NO0010279821,202159736.065937,2020-12-31T00:00:00Z
NO0003084105,15324529.1188569,2002-12-31T00:00:00Z
NO0003084105,17016028.6686759,2003-12-31T00:00:00Z
NO0003084105,33319782.7518104,2004-12-31T00:00:00Z
NO0003084105,37405649.8850745,2005-12-31T00:00:00Z
NO0003084105,40822904.6335515,2006-12-31T00:00:00Z
NO0003084105,34601541.9434375,2007-12-31T00:00:00Z
NO0003084105,35033043.928988,2008-12-31T00:00:00Z
NO0003084105,,2009-12-01T00:00:00Z
NO0003084105,,2010-12-01T00:00:00Z
NO0003084105,,2011-12-01T00:00:00Z
NO0003084105,,2012-12-01T00:00:00Z
NO0003084105,,2013-12-01T00:00:00Z
NO0003084105,50266037.9807068,2014-12-01T00:00:00Z
NO0003084105,51738252.6975287,2015-12-01T00:00:00Z
NO0003084105,47782907.2383684,2020-12-31T00:00:00Z
NO0003084105,47782907.2383684,2020-12-31T00:00:00Z
NO0010003882,887718619.702881,2001-12-31T00:00:00Z
NO0010003882,930196723.677564,2002-12-31T00:00:00Z
NO0010003882,756293464.081688,2003-12-31T00:00:00Z
NO0010003882,844983541.803818,2004-12-31T00:00:00Z
NO0010003882,1000884703.78883,2005-12-31T00:00:00Z
NO0010003882,1106215665.51149,2006-12-31T00:00:00Z
NO0010003882,1377186597.23628,2007-12-31T00:00:00Z
NO0010003882,1495296819.43185,2008-12-31T00:00:00Z
NO0010003882,1426835882.21079,2009-12-31T00:00:00Z
NO0010003882,1651171287.23075,2010-12-31T00:00:00Z
NO0010003882,2021411839.50741,2011-12-31T00:00:00Z
NO0010003882,2172754808.55653,2012-12-31T00:00:00Z
NO0010003882,2274246575.34247,2013-12-31T00:00:00Z
NO0010003882,1438249063.16916,2014-12-31T00:00:00Z
NO0010003882,,2015-03-31T00:00:00Z
NO0010003882,,2016-03-31T00:00:00Z
NO0010003882,1794204702.78886,2017-03-31T00:00:00Z
NO0010003882,1977339509.1618,2018-03-31T00:00:00Z
NO0010263056,,
NO0010014632,9945002.73868476,2001-12-31T00:00:00Z
NO0010014632,11019268.2398788,2002-12-31T00:00:00Z
NO0010014632,9819021.48651283,2003-12-31T00:00:00Z
NO0010014632,9981731.40223831,2004-12-31T00:00:00Z
NO0010014632,20848817.379699,2005-12-31T00:00:00Z
NO0010014632,19854158.6445899,2006-12-31T00:00:00Z
NO0010014632,40395790.0160082,2007-12-31T00:00:00Z
NO0010014632,27035261.2558133,2008-12-31T00:00:00Z
