Instrument,Total Assets,Date
SE0001852419,892951061.509845,2014-12-31T00:00:00Z
SE0001852419,846386077.073344,2015-12-31T00:00:00Z
SE0001852419,823808425.837478,2016-12-31T00:00:00Z
SE0001852419,942609459.014595,2017-12-31T00:00:00Z
SE0001852419,881342912.656455,2018-12-31T00:00:00Z
SE0001852419,1008117923.52062,2019-12-31T00:00:00Z
SE0001852419,1144884841.9925,2020-12-31T00:00:00Z
SE0001852419,1140034516.32888,2021-12-31T00:00:00Z
SE0001852419,1244931685.851,2022-12-31T00:00:00Z
SE0000113516,,
SE0000163594,3712728431.78921,2000-12-31T00:00:00Z
SE0000163594,3739835764.32755,2001-12-31T00:00:00Z
SE0000163594,4316880723.3773,2002-12-31T00:00:00Z
SE0000163594,5136949359.87434,2003-12-31T00:00:00Z
SE0000163594,5840173175.79147,2004-12-31T00:00:00Z
SE0000163594,5827801143.37522,2005-12-31T00:00:00Z
SE0000163594,5218149679.34203,2006-12-31T00:00:00Z
SE0000163594,6063755377.42564,2007-12-31T00:00:00Z
SE0000163594,4573189936.62378,2008-12-31T00:00:00Z
SE0000163594,4580305019.41287,2009-12-31T00:00:00Z
SE0000163594,4900995558.73498,2010-12-31T00:00:00Z
SE0000163594,5323296262.95769,2011-12-31T00:00:00Z
SE0000163594,5917766903.64078,2012-12-31T00:00:00Z
SE0000163594,5785138347.28976,2013-12-31T00:00:00Z
SE0000163594,5270194342.89013,2014-12-31T00:00:00Z
SE0000163594,4813993961.99609,2015-12-31T00:00:00Z
SE0000163594,5314327437.22345,2016-12-31T00:00:00Z
SE0000163594,6040625723.93528,2017-12-31T00:00:00Z
SE0000163594,6265973069.45009,2018-12-31T00:00:00Z
SE0000163594,6642811365.09293,2019-12-31T00:00:00Z
SE0000163594,7197618931.68428,2020-12-31T00:00:00Z
SE0000163594,7009801752.36747,2021-12-31T00:00:00Z
SE0000163594,11098022636.8685,2022-12-31T00:00:00Z
SE0000116642,,
SE0000108169,,
SE0000120859,,
SE0000434102,,
SE0005676160,2824547.299108,2001-12-31T00:00:00Z
SE0005676160,2755629.78747912,2002-12-31T00:00:00Z
SE0005676160,2838515.96491472,2003-12-31T00:00:00Z
SE0005676160,3324163.4346532,2004-12-31T00:00:00Z
SE0005676160,4372654.6956456,2005-12-31T00:00:00Z
SE0005676160,10011540.7651966,2006-12-31T00:00:00Z
SE0005676160,13034570.2701866,2007-12-31T00:00:00Z
SE0005676160,7618846.42468472,2008-12-31T00:00:00Z
SE0005676160,11089075.7241418,2009-12-31T00:00:00Z
SE0005676160,13211124.0275418,2010-12-31T00:00:00Z
SE0005676160,15819274.659543,2011-12-31T00:00:00Z
SE0005676160,21360908.50337,2012-12-31T00:00:00Z
SE0005676160,98482141.4700079,2013-12-31T00:00:00Z
SE0005676160,214196602.051421,2018-12-31T00:00:00Z
SE0005676160,189717047.639393,2019-12-31T00:00:00Z
SE0005676160,108887982.665433,2020-12-31T00:00:00Z
SE0000262982,,
SE0000204794,,
SE0000237315,,
SE0000120727,,
SE0000350696,,
SE0000112682,,
SE0011166974,2287824054.39864,2000-12-31T00:00:00Z
SE0011166974,2261303166.03499,2001-12-31T00:00:00Z
SE0011166974,2609802453.49306,2002-12-31T00:00:00Z
SE0011166974,2829063512.14223,2003-12-31T00:00:00Z
SE0011166974,5772977360.87309,2004-12-31T00:00:00Z
SE0011166974,3260508222.73151,2005-12-31T00:00:00Z
SE0011166974,4383883832.70273,2006-12-31T00:00:00Z
SE0011166974,4913961189.68772,2007-12-31T00:00:00Z
SE0011166974,3910377056.52647,2008-12-31T00:00:00Z
SE0011166974,4286472444.90377,2009-12-31T00:00:00Z
SE0011166974,4361232823.63111,2010-12-31T00:00:00Z
SE0011166974,4458753157.75719,2011-12-31T00:00:00Z
SE0011166974,5187117225.24852,2012-12-31T00:00:00Z
SE0011166974,5504528718.13196,2013-12-31T00:00:00Z
SE0011166974,4620357898.78776,2014-12-31T00:00:00Z
SE0011166974,4942994139.58444,2015-12-31T00:00:00Z
SE0011166974,5514345004.77618,2016-12-31T00:00:00Z
SE0011166974,7240450150.57854,2017-12-31T00:00:00Z
SE0011166974,7775292576.02458,2018-12-31T00:00:00Z
SE0011166974,8175817133.09122,2019-12-31T00:00:00Z
SE0011166974,9636996640.21035,2020-12-31T00:00:00Z
SE0011166974,9734047260.81954,2021-12-31T00:00:00Z
SE0011166974,8847498991.14126,2022-12-31T00:00:00Z
SE0000610354,,
SE0000211682,,
SE0000387318,77741181.4704632,2000-12-31T00:00:00Z
SE0000387318,61234255.9626354,2001-12-31T00:00:00Z
SE0000387318,81495133.3294938,2002-12-31T00:00:00Z
SE0000387318,106729312.334061,2003-12-31T00:00:00Z
SE0000387318,112594329.695439,2004-12-31T00:00:00Z
SE0000387318,126224595.159544,2005-12-31T00:00:00Z
SE0000387318,173710429.053511,2006-12-31T00:00:00Z
SE0000387318,274612361.11541,2007-12-31T00:00:00Z
SE0000387318,204942065.168683,2008-12-31T00:00:00Z
SE0000387318,170093014.161616,2009-12-31T00:00:00Z
SE0000387318,218709946.645205,2010-12-31T00:00:00Z
SE0000387318,206843985.016987,2011-12-31T00:00:00Z
SE0000387318,188979164.743175,2012-12-31T00:00:00Z
SE0000387318,174498107.882753,2014-12-31T00:00:00Z
SE0000387318,174498107.882753,2014-12-31T00:00:00Z
SE0000387318,86185428.0216171,2015-12-01T00:00:00Z
SE0000387318,72900702.9114418,2016-12-01T00:00:00Z
SE0000387318,,2017-06-01T00:00:00Z
SE0000387318,,2018-06-01T00:00:00Z
SE0000387318,,2019-12-31T00:00:00Z
SE0000275802,,
SE0000226607,,
SE0000123267,,
SE0000195802,,
SE0000267056,,
SE0000233082,,
SE0013512506,366861453.463663,2000-12-31T00:00:00Z
SE0013512506,305577887.523449,2001-12-31T00:00:00Z
SE0013512506,357138743.304728,2002-12-31T00:00:00Z
SE0013512506,417214584.578601,2003-12-31T00:00:00Z
SE0013512506,537521421.484622,2004-12-31T00:00:00Z
SE0013512506,441043141.007883,2005-12-31T00:00:00Z
SE0013512506,572962470.600266,2006-12-31T00:00:00Z
SE0013512506,709170251.617096,2007-12-31T00:00:00Z
SE0013512506,602509442.417259,2008-12-31T00:00:00Z
SE0013512506,698877126.337253,2009-12-31T00:00:00Z
SE0013512506,871873975.379296,2010-12-31T00:00:00Z
SE0013512506,954760591.19022,2011-12-31T00:00:00Z
SE0013512506,1262025667.06675,2012-12-31T00:00:00Z
SE0013512506,1550996628.70726,2013-12-31T00:00:00Z
SE0013512506,1613020332.24296,2014-12-31T00:00:00Z
SE0013512506,1886000118.39223,2015-12-31T00:00:00Z
SE0013512506,2026450146.57927,2016-12-31T00:00:00Z
SE0013512506,2558408622.60263,2017-12-31T00:00:00Z
SE0013512506,2657923275.04406,2018-12-31T00:00:00Z
SE0013512506,3203001495.40696,2019-12-31T00:00:00Z
SE0013512506,4035192579.24721,2020-12-31T00:00:00Z
SE0013512506,4195293831.31251,2021-12-31T00:00:00Z
SE0013512506,3663021964.29601,2022-12-31T00:00:00Z
SE0000325532,,
SE0000242125,,
SE0000105116,,2001-12-31T00:00:00Z
SE0000105116,37511259.5749582,2002-12-31T00:00:00Z
SE0000105116,53438329.6959924,2003-12-31T00:00:00Z
SE0000105116,55543579.5676618,2004-12-31T00:00:00Z
SE0000105116,54998992.6209485,2005-12-31T00:00:00Z
SE0000105116,135189253.94066,2006-12-31T00:00:00Z
SE0000105116,169591160.904955,2007-12-31T00:00:00Z
SE0000105116,148428525.70258,2008-12-31T00:00:00Z
SE0000105116,157868774.615234,2009-12-31T00:00:00Z
SE0000105116,164010998.837521,2010-12-31T00:00:00Z
SE0000105116,159548622.201574,2011-12-31T00:00:00Z
SE0000105116,162804296.309974,2012-12-31T00:00:00Z
SE0000105116,163579473.954045,2013-12-31T00:00:00Z
SE0000105116,229639535.62953,2014-12-31T00:00:00Z
SE0000105116,192534659.326348,2015-12-31T00:00:00Z
SE0000105116,186960044.797259,2016-12-31T00:00:00Z
SE0000105116,239726763.963569,2017-12-31T00:00:00Z
SE0000105116,254503524.467941,2018-12-31T00:00:00Z
SE0000338220,,
SE0000236382,46971950.7012325,2000-12-31T00:00:00Z
SE0000236382,46409019.5628039,2001-12-31T00:00:00Z
SE0000236382,58999020.9065254,2002-12-31T00:00:00Z
SE0000236382,70212263.1674057,2003-12-31T00:00:00Z
SE0000236382,76921920.5676318,2004-12-31T00:00:00Z
SE0000236382,66940337.9756718,2005-12-31T00:00:00Z
SE0000236382,91201262.1798899,2006-12-31T00:00:00Z
SE0000236382,95199777.1656711,2007-12-31T00:00:00Z
SE0000236382,101337942.513283,2008-12-31T00:00:00Z
SE0000236382,104200999.972068,2009-12-31T00:00:00Z
SE0000236382,115472890.399118,2010-12-31T00:00:00Z
SE0000236382,111399866.4305,2011-12-31T00:00:00Z
SE0000236382,130966669.744253,2012-12-31T00:00:00Z
SE0000236382,143924681.902217,2013-12-31T00:00:00Z
SE0000236382,151369379.77038,2014-12-31T00:00:00Z
SE0000236382,175338897.768306,2015-12-31T00:00:00Z
SE0000236382,215224480.384729,2016-12-31T00:00:00Z
SE0000236382,251752685.418877,2017-12-31T00:00:00Z
SE0000236382,211581040.169897,2018-12-31T00:00:00Z
SE0000236382,202713095.492416,2019-12-31T00:00:00Z
SE0000236382,174489944.977358,2020-12-31T00:00:00Z
SE0000236382,164859722.099301,2021-12-31T00:00:00Z
SE0000236382,111512519.456561,2022-12-31T00:00:00Z
SE0000311359,,
SE0000195570,533616659.58351,2000-12-31T00:00:00Z
SE0000195570,534656023.888825,2001-12-31T00:00:00Z
SE0000195570,625940217.704314,2002-12-31T00:00:00Z
SE0000195570,,2003-12-31T00:00:00Z
SE0000195570,849222813.505307,2004-12-31T00:00:00Z
SE0000195570,608582869.519228,2005-12-31T00:00:00Z
SE0000195570,684732590.244401,2006-12-31T00:00:00Z
SE0000195570,748553124.322986,2007-12-31T00:00:00Z
SE0000195570,673721272.645797,2008-12-31T00:00:00Z
SE0000195570,605611575.095668,2009-12-31T00:00:00Z
SE0000195570,556648484.306537,2010-12-31T00:00:00Z
SE0000195570,575626469.990418,2011-12-31T00:00:00Z
SE0000195570,659065029.390946,2012-12-31T00:00:00Z
SE0000195570,673466217.160968,2013-12-31T00:00:00Z
SE0000195570,618972484.125457,2014-12-31T00:00:00Z
SE0000195570,602071864.085716,2015-12-31T00:00:00Z
SE0000195570,620354205.781921,2016-12-31T00:00:00Z
SE0000195570,695099796.383677,2017-12-31T00:00:00Z
SE0000195570,548551805.160183,2018-12-31T00:00:00Z
SE0000195570,588976714.37727,2019-12-31T00:00:00Z
SE0004977692,665640698.04582,2011-12-31T00:00:00Z
SE0004977692,959514356.938418,2012-12-31T00:00:00Z
SE0004977692,1188062205.78868,2013-12-31T00:00:00Z
SE0004977692,1091360400.2309,2014-12-31T00:00:00Z
SE0004977692,1200331498.25371,2015-12-31T00:00:00Z
SE0004977692,1522349220.98883,2016-12-31T00:00:00Z
SE0004977692,1943011814.6238,2017-12-31T00:00:00Z
SE0004977692,2148118024.49053,2018-12-31T00:00:00Z
SE0004977692,2254432813.50139,2019-12-31T00:00:00Z
SE0004977692,2834639918.19643,2020-12-31T00:00:00Z
SE0004977692,2982232940.96823,2021-12-31T00:00:00Z
SE0004977692,2831049789.58089,2022-12-31T00:00:00Z
SE0000311417,,
SE0000291171,,
SE0000349243,332639184.0204,2000-12-31T00:00:00Z
SE0000349243,370066230.236208,2001-12-31T00:00:00Z
SE0000349243,393330645.625756,2002-12-31T00:00:00Z
SE0000349243,349963163.235519,2003-12-31T00:00:00Z
SE0000349243,378972370.042993,2004-12-31T00:00:00Z
SE0000349243,295514644.772962,2005-12-31T00:00:00Z
SE0000349243,,2006-04-01T00:00:00Z
SE0000349243,,2007-04-01T00:00:00Z
SE0000349243,,2008-04-01T00:00:00Z
SE0000349243,,2009-04-01T00:00:00Z
SE0000349243,,2010-04-01T00:00:00Z
SE0000349243,,2011-04-01T00:00:00Z
SE0000349243,,2012-04-01T00:00:00Z
SE0000349243,,2013-04-01T00:00:00Z
SE0000349243,,2014-04-01T00:00:00Z
SE0000349243,175934903.047091,2015-04-01T00:00:00Z
SE0000349243,188792880.935115,2016-04-01T00:00:00Z
SE0000349243,175388056.666441,2017-04-30T00:00:00Z
SE0000349243,175388056.666441,2017-04-30T00:00:00Z
SE0000349243,540096253.872447,2018-04-30T00:00:00Z
SE0000349243,540096253.872447,2018-04-30T00:00:00Z
SE0000349243,511833508.956797,2019-04-30T00:00:00Z
SE0000349243,,2020-12-31T00:00:00Z
SE0000349243,,2020-12-31T00:00:00Z
SE0000106759,160507862.303442,2000-12-31T00:00:00Z
SE0000106759,163288158.952567,2001-12-31T00:00:00Z
SE0000106759,181489373.956114,2002-12-31T00:00:00Z
SE0000106759,199196541.514339,2003-12-31T00:00:00Z
SE0000106759,236312798.773338,2004-12-31T00:00:00Z
SE0000106759,308308358.72768,2005-12-31T00:00:00Z
SE0000106759,330211970.256965,2006-12-31T00:00:00Z
SE0000106759,331512488.00718,2007-12-31T00:00:00Z
SE0000106759,269444977.914346,2008-12-31T00:00:00Z
SE0000106759,218010670.093014,2009-12-31T00:00:00Z
SE0000106759,168112313.332737,2010-12-31T00:00:00Z
SE0000106759,127907314.381951,2011-12-31T00:00:00Z
SE0000106759,116886714.06149,2012-12-31T00:00:00Z
SE0000106759,82611763.1967161,2014-12-31T00:00:00Z
SE0000106759,141542007.075118,2015-12-01T00:00:00Z
SE0000106759,161039040.260268,2018-12-31T00:00:00Z
SE0000106759,149816171.758171,2019-12-31T00:00:00Z
SE0000106759,110218873.253153,2020-12-31T00:00:00Z
SE0000273294,58478219.2945176,2000-12-31T00:00:00Z
SE0000273294,39252038.5896405,2001-12-31T00:00:00Z
SE0000273294,42665898.750216,2002-12-31T00:00:00Z
SE0000273294,42770680.7156063,2003-12-31T00:00:00Z
SE0000273294,83671116.3224197,2004-12-31T00:00:00Z
SE0000273294,57418717.1027779,2005-12-31T00:00:00Z
SE0000273294,41891370.721517,2006-12-31T00:00:00Z
SE0000273294,71007396.8617499,2007-12-31T00:00:00Z
SE0000273294,47566096.9208117,2008-12-31T00:00:00Z
SE0000273294,28658696.6844502,2009-12-31T00:00:00Z
SE0000273294,108124087.1561,2010-12-31T00:00:00Z
SE0000273294,196981910.043846,2011-12-31T00:00:00Z
SE0000273294,165604130.120334,2012-12-31T00:00:00Z
SE0000273294,154655335.808722,2013-12-31T00:00:00Z
SE0000273294,280147521.005708,2014-12-31T00:00:00Z
SE0000273294,191352039.306222,2015-12-31T00:00:00Z
SE0000273294,210975657.959748,2016-12-31T00:00:00Z
SE0000273294,75127229.7206677,2017-12-31T00:00:00Z
SE0000273294,47371560.2548461,2018-12-31T00:00:00Z
SE0000273294,31346079.8974578,2019-12-31T00:00:00Z
SE0000273294,23306958.1730535,2020-12-31T00:00:00Z
SE0000273294,37152070.9797327,2021-12-31T00:00:00Z
SE0000273294,22502354.003728,2022-12-31T00:00:00Z
SE0000235574,,
SE0015962477,272311942.201445,2000-12-31T00:00:00Z
SE0015962477,159067417.020788,2001-12-31T00:00:00Z
SE0015962477,218280251.108679,2002-12-31T00:00:00Z
SE0015962477,255077218.198752,2003-12-31T00:00:00Z
SE0015962477,241123237.425213,2004-12-31T00:00:00Z
SE0015962477,210038532.248722,2005-12-31T00:00:00Z
SE0015962477,251851635.428688,2006-12-31T00:00:00Z
SE0015962477,296802946.365015,2007-12-31T00:00:00Z
SE0015962477,272197682.606747,2008-12-31T00:00:00Z
SE0015962477,295103488.729365,2009-12-31T00:00:00Z
SE0015962477,350233986.109869,2010-12-31T00:00:00Z
SE0015962477,311275007.985133,2011-12-31T00:00:00Z
SE0015962477,405318068.507063,2012-12-31T00:00:00Z
SE0015962477,399738996.690851,2013-12-31T00:00:00Z
SE0015962477,373805400.5516,2014-12-31T00:00:00Z
SE0015962477,382762090.806843,2015-12-31T00:00:00Z
SE0015962477,430844230.705886,2016-12-31T00:00:00Z
SE0015962477,579392077.252277,2017-12-31T00:00:00Z
SE0015962477,582440919.976504,2018-12-31T00:00:00Z
SE0015962477,655201879.940184,2019-12-31T00:00:00Z
SE0015962477,1057116424.01519,2020-12-31T00:00:00Z
SE0015962477,1112377201.52226,2021-12-31T00:00:00Z
SE0015962477,961490420.646054,2022-12-31T00:00:00Z
SE0000233934,22838610.2847429,2000-12-31T00:00:00Z
SE0000233934,11522816.8906244,2001-12-31T00:00:00Z
SE0000233934,14634682.9464954,2002-12-31T00:00:00Z
SE0000233934,17661351.9787598,2003-12-31T00:00:00Z
SE0000233934,23027118.8478999,2004-12-31T00:00:00Z
SE0000233934,28761805.2232604,2005-12-31T00:00:00Z
SE0000233934,72220209.4868012,2006-12-31T00:00:00Z
SE0000233934,82410015.165114,2007-12-31T00:00:00Z
SE0000233934,84355675.0528135,2008-12-31T00:00:00Z
SE0000233934,85919527.3875031,2009-12-31T00:00:00Z
SE0000233934,95485707.4726519,2010-12-31T00:00:00Z
SE0000233934,122619559.220651,2011-12-31T00:00:00Z
SE0000233934,124413412.119533,2012-12-31T00:00:00Z
SE0000233934,124468438.796278,2013-12-31T00:00:00Z
SE0000233934,104567506.895004,2014-12-31T00:00:00Z
SE0000233934,95165571.5385071,2015-12-31T00:00:00Z
SE0000233934,102251940.665591,2016-12-31T00:00:00Z
SE0000233934,111991660.265555,2017-12-31T00:00:00Z
SE0000233934,126702815.055804,2018-12-31T00:00:00Z
SE0000233934,119738517.41081,2019-12-31T00:00:00Z
SE0000233934,169754102.351853,2020-12-31T00:00:00Z
SE0000233934,191463846.358085,2021-12-31T00:00:00Z
SE0000233934,195747420.204078,2022-12-31T00:00:00Z
SE0000100505,359118572.0357,
SE0017780133,,
SE0000106205,961113472.163196,2000-12-31T00:00:00Z
SE0000106205,941579571.991884,2001-12-31T00:00:00Z
SE0000106205,1134826930.82993,2002-12-31T00:00:00Z
SE0000106205,1441916067.77965,2003-12-31T00:00:00Z
SE0000106205,1726496497.39936,2004-12-31T00:00:00Z
SE0000106205,1730425365.80452,2005-12-31T00:00:00Z
SE0000106205,2412312097.35147,2006-12-31T00:00:00Z
SE0000106205,2375661539.41382,2007-12-31T00:00:00Z
SE0000106205,3399782344.28014,2008-12-31T00:00:00Z
SE0000106205,3716935281.1374,2009-12-31T00:00:00Z
SE0000106205,4110405675.28093,2010-12-31T00:00:00Z
SE0000106205,4551380702.11098,2011-12-31T00:00:00Z
SE0000106205,4935678453.82082,2012-12-31T00:00:00Z
SE0000106205,4956732487.14403,2013-12-31T00:00:00Z
SE0000106205,3641203258.29004,2014-12-31T00:00:00Z
SE0000106205,3319836618.71781,2015-12-31T00:00:00Z
SE0000106205,3470579839.0373,2016-12-31T00:00:00Z
SE0000106205,3916870892.61982,2017-12-31T00:00:00Z
SE0000106205,4215354028.28611,2018-12-31T00:00:00Z
SE0000106205,4666524246.95578,2019-12-31T00:00:00Z
SE0000106205,5132687344.79233,2020-12-31T00:00:00Z
SE0000106205,5218382157.71307,2021-12-31T00:00:00Z
SE0000106205,4901227925.20994,2022-12-31T00:00:00Z
SE0000113797,,
SE0000535593,,
SE0000325870,,
SE0001137985,92323204.4198895,2000-12-31T00:00:00Z
SE0001137985,71565120.018376,2001-12-31T00:00:00Z
SE0001137985,53850717.0419858,2002-12-31T00:00:00Z
SE0001137985,48012899.8179013,2003-12-31T00:00:00Z
SE0001137985,88227954.6616157,2004-12-31T00:00:00Z
SE0001137985,71506787.2163598,2005-12-31T00:00:00Z
SE0001137985,67550143.8943509,2006-12-31T00:00:00Z
SE0001137985,75755006.0350964,2007-12-31T00:00:00Z
SE0001137985,60552845.5284553,2008-12-31T00:00:00Z
SE0001137985,69620680.9865646,2009-12-31T00:00:00Z
SE0001137985,74979134.9965722,2010-12-31T00:00:00Z
SE0001137985,124642991.956793,2011-12-31T00:00:00Z
SE0001137985,107213399.80919,2012-12-31T00:00:00Z
SE0001137985,119285814.15943,2013-12-31T00:00:00Z
SE0001137985,92684240.9082163,2014-12-31T00:00:00Z
SE0001137985,53210205.4105251,2015-12-31T00:00:00Z
SE0001137985,45332520.8340196,2016-12-31T00:00:00Z
SE0001137985,37042686.2723582,2017-12-31T00:00:00Z
SE0001137985,34163729.6100493,2018-12-31T00:00:00Z
SE0001137985,7151676.99209571,2019-12-31T00:00:00Z
SE0001137985,3914276.67137362,2020-12-31T00:00:00Z
SE0001137985,6284184.44110098,2021-12-31T00:00:00Z
SE0001137985,4900171.02557697,2022-12-31T00:00:00Z
SE0000102642,,
SE0000102824,265033999.150021,2000-12-31T00:00:00Z
SE0000102824,301510279.085793,2001-12-31T00:00:00Z
SE0000102824,257893221.217532,2002-12-31T00:00:00Z
SE0000102824,195637971.058814,2003-12-31T00:00:00Z
SE0000102824,259763687.201227,2004-12-31T00:00:00Z
SE0000102824,238912534.313849,2005-12-31T00:00:00Z
SE0000102824,326136181.029319,2006-12-31T00:00:00Z
SE0000102824,434867382.625112,2007-12-31T00:00:00Z
SE0000102824,446386274.886371,2008-12-31T00:00:00Z
SE0000102824,470866735.566046,2009-12-31T00:00:00Z
SE0000102824,515782884.73576,2010-12-31T00:00:00Z
SE0000102824,545631406.254537,2011-12-31T00:00:00Z
SE0000102824,535607669.344166,2012-12-31T00:00:00Z
SE0000102824,529230817.033573,2013-12-31T00:00:00Z
SE0000102824,476659611.31422,2014-12-31T00:00:00Z
SE0000102824,515538980.64287,2015-12-31T00:00:00Z
SE0000102824,454801980.74157,2016-12-31T00:00:00Z
SE0000102824,361937159.369399,2017-12-31T00:00:00Z
SE0000102824,315530251.683159,2018-12-31T00:00:00Z
SE0000102824,389329203.161718,2019-12-31T00:00:00Z
SE0000102824,349929395.724789,2020-12-31T00:00:00Z
SE0000102824,233062660.412426,2021-12-31T00:00:00Z
SE0000102824,119496915.774707,2022-12-31T00:00:00Z
SE0000191827,317749468.763281,2000-12-31T00:00:00Z
SE0000191827,310099058.229011,2001-12-31T00:00:00Z
SE0000191827,401472671.773311,2002-12-31T00:00:00Z
SE0000191827,493362293.053837,2003-12-31T00:00:00Z
SE0000191827,740416403.595803,2004-12-31T00:00:00Z
SE0000191827,660530259.148261,2005-12-31T00:00:00Z
SE0000191827,2632663141.13333,2006-12-31T00:00:00Z
SE0000191827,3159581102.41094,2007-12-31T00:00:00Z
SE0000191827,2576665514.37168,2008-12-31T00:00:00Z
SE0000191827,2769782966.95623,2009-12-31T00:00:00Z
SE0000191827,3160988405.01952,2010-12-31T00:00:00Z
SE0000191827,3364760881.5587,2011-12-31T00:00:00Z
SE0000191827,3918828670.79063,2012-12-31T00:00:00Z
SE0000191827,4168331598.48991,2013-12-31T00:00:00Z
SE0000191827,3755448656.27606,2014-12-31T00:00:00Z
SE0000191827,3782300361.09631,2015-12-31T00:00:00Z
SE0000191827,4062606366.04192,2016-12-31T00:00:00Z
SE0000191827,5213919065.55958,2017-12-31T00:00:00Z
SE0000191827,5097826578.10311,2018-12-31T00:00:00Z
SE0000191827,5454176458.02179,2019-12-31T00:00:00Z
SE0000191827,6039708818.23051,2020-12-31T00:00:00Z
SE0000191827,6005509337.10948,2021-12-31T00:00:00Z
SE0000191827,6139433886.12387,2022-12-31T00:00:00Z
SE0001493693,,
SE0000538258,,
SE0000394470,,
SE0000314502,,
SE0011337708,860679477.170272,2005-12-31T00:00:00Z
SE0011337708,1012811710.22453,2006-12-31T00:00:00Z
SE0011337708,1370585868.58964,2007-12-31T00:00:00Z
SE0011337708,1418347096.8568,2008-12-31T00:00:00Z
SE0011337708,1188933270.02039,2009-12-31T00:00:00Z
SE0011337708,1378878655.10149,2010-12-31T00:00:00Z
SE0011337708,1448067597.78158,2011-12-31T00:00:00Z
SE0011337708,1501861939.49466,2012-12-31T00:00:00Z
SE0011337708,1560582285.95398,2013-12-31T00:00:00Z
SE0011337708,1605028542.10763,2014-12-31T00:00:00Z
SE0011337708,1645178476.29196,2015-12-31T00:00:00Z
SE0011337708,1886755163.21354,2016-12-31T00:00:00Z
SE0011337708,2059573015.35048,2017-12-31T00:00:00Z
SE0011337708,2037300619.04116,2018-12-31T00:00:00Z
SE0011337708,2448088015.38133,2019-12-31T00:00:00Z
SE0011337708,2711934557.14077,2020-12-31T00:00:00Z
SE0011337708,3005354456.14656,2021-12-31T00:00:00Z
SE0011337708,3265819865.86983,2022-12-31T00:00:00Z
SE0000364283,,
SE0000383499,,
SE0000413221,,
SE0000245409,178176795.58011,2000-12-31T00:00:00Z
SE0000245409,163278588.109184,2001-12-31T00:00:00Z
SE0000245409,,2002-12-31T00:00:00Z
SE0000245409,,2003-12-31T00:00:00Z
SE0000245409,,2004-12-31T00:00:00Z
SE0000245409,,2005-12-31T00:00:00Z
SE0000245409,,2006-12-31T00:00:00Z
SE0000245409,,2007-12-31T00:00:00Z
SE0000245409,,2008-12-31T00:00:00Z
SE0000245409,542322141.839613,2009-12-31T00:00:00Z
SE0000245409,563721720.468568,2010-12-31T00:00:00Z
SE0000245409,725996227.011884,2018-12-31T00:00:00Z
SE0000245409,653405041.657766,2019-12-31T00:00:00Z
SE0000245409,679730121.244583,2020-12-31T00:00:00Z
SE0000245409,581410301.796619,2021-12-31T00:00:00Z
SE0011090547,121645133.871653,2000-12-31T00:00:00Z
SE0011090547,136794724.551127,2001-12-31T00:00:00Z
SE0011090547,135514024.074181,2002-12-31T00:00:00Z
SE0011090547,156629366.546658,2003-12-31T00:00:00Z
SE0011090547,168180752.232344,2004-12-31T00:00:00Z
SE0011090547,148601002.342156,2005-12-31T00:00:00Z
SE0011090547,177985771.259112,2006-12-31T00:00:00Z
SE0011090547,208811550.246046,2007-12-31T00:00:00Z
SE0011090547,187030279.751616,2008-12-31T00:00:00Z
SE0011090547,194156308.483003,2009-12-31T00:00:00Z
SE0011090547,294466303.019464,2010-12-31T00:00:00Z
SE0011090547,319517697.95871,2011-12-31T00:00:00Z
SE0011090547,368498445.8191,2012-12-31T00:00:00Z
SE0011090547,395862476.113537,2013-12-31T00:00:00Z
SE0011090547,351962542.492464,2014-12-31T00:00:00Z
SE0011090547,339760255.727224,2015-12-31T00:00:00Z
SE0011090547,345987790.550853,2016-12-31T00:00:00Z
SE0011090547,419551800.236536,2017-12-31T00:00:00Z
SE0011090547,421207469.160906,2018-12-31T00:00:00Z
SE0011090547,486528839.991455,2019-12-31T00:00:00Z
SE0011090547,570242002.23986,2020-12-31T00:00:00Z
SE0011090547,701843083.458713,2021-12-31T00:00:00Z
SE0011090547,783594996.060647,2022-12-31T00:00:00Z
SE0018012932,,
SE0000396061,248766680.832979,2000-12-31T00:00:00Z
SE0000396061,223805941.579572,2001-12-31T00:00:00Z
SE0000396061,238260899.614122,2002-12-31T00:00:00Z
SE0000396061,243941255.786152,2003-12-31T00:00:00Z
SE0000396061,251325125.522384,2004-12-31T00:00:00Z
SE0000396061,205940136.499862,2005-12-31T00:00:00Z
SE0000396061,252978540.02016,2006-12-31T00:00:00Z
SE0000396061,271714122.125592,2007-12-31T00:00:00Z
SE0000396061,239851610.012163,2008-12-31T00:00:00Z
SE0000396061,231584732.270048,2009-12-31T00:00:00Z
SE0000396061,379540075.710155,2010-12-31T00:00:00Z
SE0000396061,343642672.551468,2011-12-31T00:00:00Z
SE0000396061,330934047.333272,2012-12-31T00:00:00Z
SE0000396061,315296813.584601,2013-12-31T00:00:00Z
SE0000396061,251954204.348663,2014-12-31T00:00:00Z
SE0000396061,228424080.980288,2015-12-31T00:00:00Z
SE0000396061,176681379.492078,2016-12-31T00:00:00Z
SE0000396061,198277917.992611,2017-12-31T00:00:00Z
SE0000396061,167385906.646785,2018-12-31T00:00:00Z
SE0000396061,169363490.707114,2019-12-31T00:00:00Z
SE0000396061,169634440.278522,2020-12-31T00:00:00Z
